,prediction,prediction_inv,유해남조류세포수_Y,유해남조류세포수_Y_inv
2019-01-31,0.08973789,1.093887529619035,0.0,1.0
2019-02-07,0.04673922,1.0478487161072616,0.0,1.0
2019-02-11,-0.043324113,0.9576009689444331,0.0,1.0
2019-02-25,0.023086786,1.0233553488872054,0.0,1.0
2019-03-04,0.15799141,1.1711561336155152,1.2729656758128876,3.5714285714285716
2019-03-19,4.122295,61.700676969337394,4.013375499688434,55.33333333333334
2019-03-25,3.6235447,37.47015288494008,3.817712325956905,45.5
2019-04-02,-0.048372746,0.9527785769398152,0.0,1.0
2019-04-08,0.01310432,1.0131905574527031,0.0,1.0
2019-04-22,3.9612594,52.52343048982162,3.865230843921387,47.71428571428571
2019-05-07,5.1096997,165.62061585897962,5.270432163058501,194.50000000000009
2019-05-20,-0.09900659,0.9057367362756075,0.0,1.0
2019-05-28,3.9123023,50.013964459815725,3.905334017277349,49.66666666666666
2019-06-03,6.0764494,435.4802278488982,5.956947042225269,386.4285714285716
2019-06-17,6.3153567,552.9992976309765,6.6417415060094855,766.4285714285714
2019-07-08,8.429495,4580.185863284941,9.126508351057877,9195.857142857141
2019-07-15,9.629711,15210.042068936442,10.26356005157576,28668.66666666666
2019-07-29,8.541819,5124.655687251497,8.936655123453734,7605.7142857142835
2019-08-12,8.063202,3175.4413333504194,8.522607081260318,5027.142857142861
2019-08-19,8.931551,7566.99253076733,9.401668863326922,12108.571428571426
2019-08-26,9.500118,13361.306785794979,10.107516239990655,24526.666666666657
2019-08-29,9.172667,9630.270076082104,9.73477299914839,16895.0
2019-09-02,8.421804,4545.097361710348,8.958668737047434,7774.999999999994
2019-09-05,7.860987,2594.079952347077,8.131457178489068,3399.749999999999
2019-09-09,7.5837164,1965.9215420639841,7.87506498190635,2630.8571428571413
2019-09-16,7.6306844,2060.459666074441,8.129027580386134,3391.500000000001
2019-10-21,6.143886,465.8604330272004,6.392395582301252,597.2857142857146
2019-10-28,5.4087114,223.3436090679924,5.524883625139749,250.8571428571429
2019-11-11,0.05240369,1.0538010639567852,0.0,1.0
2019-11-18,2.4307265,11.367137626366791,2.181224235989778,8.857142857142858
2019-11-25,4.0633955,58.17149744656327,3.972983705217833,53.14285714285714
2019-12-02,2.0926986,8.10676237158991,2.0243817644968085,7.571428571428571
2019-12-09,4.2644086,71.12284465802126,4.244405256797834,69.71428571428572
2020-01-06,0.25405014,1.2892364393060582,0.0,1.0
2020-01-13,0.13433385,1.1437746038662209,0.0,1.0
2020-01-20,2.7747443,16.034525997765044,0.0,1.0
2020-01-28,3.2771313,26.49964453281098,0.0,1.0
2020-02-03,2.40767,11.108049448622555,0.0,1.0
2020-02-10,3.7144818,41.0373172919858,0.0,1.0
2020-02-25,0.032610416,1.033147963337788,1.575536360758419,4.833333333333333
2020-03-02,0.1171363,1.124272657172738,3.4746248502169728,32.28571428571429
2020-03-16,3.2952075,26.983012476484475,3.492169159867882,32.85714285714286
2020-03-23,3.5551333,34.99248565063743,4.577652157094199,97.28571428571423
2020-03-30,0.02853477,1.028945786669806,5.641400356967302,281.85714285714283
2020-04-06,2.0041933,7.42010572677466,5.8583412344728,350.1428571428573
2020-04-13,1.4065281,4.081759376804367,6.00070741418916,403.7142857142858
2020-04-20,2.1145232,8.285634004884807,5.038806171062952,154.28571428571433
2020-05-11,2.6554837,14.231868672310185,0.0,1.0
2020-05-25,6.371554,584.9661005983326,5.11370747923607,166.28571428571433
2020-06-08,7.7034163,2215.905378014668,9.33026713994166,11274.142857142857
2020-06-15,6.3292484,560.7350029106271,6.945463860429322,1038.428571428571
2020-06-22,5.650223,284.3548068543985,8.996616600614024,8075.714285714291
2020-06-29,7.4210415,1670.7726927087908,10.584374164268432,39512.57142857145
2020-07-06,6.3179364,554.4277054822763,6.273631438871653,530.4
2020-09-28,5.781226,324.1564138642636,5.7480271764539586,313.5714285714286
2020-10-05,3.6602135,38.86963950554361,5.402677381872279,221.99999999999997
2020-10-19,5.9618416,388.32459823061276,6.226536669287466,506.0000000000001
2020-10-26,7.204316,1345.2244281862488,6.175570225695438,480.8571428571428
2020-11-02,7.4680543,1751.196056963167,6.834877319283615,929.7142857142858
2020-11-09,5.713696,302.98884903279657,6.661672042088605,781.8571428571429
2020-11-23,4.856108,128.5230400970651,5.119703214542404,167.28571428571425
2020-11-30,3.0383673,20.87113849652779,4.656677743134023,105.28571428571425
2020-12-14,0.03111267,1.0316017288324324,0.0,1.0
2021-02-01,0.35453895,1.4255232614606383,0.0,1.0
2021-02-15,0.079821706,1.08309394111073,0.0,1.0
2021-02-22,0.112407565,1.1189688203801582,0.0,1.0
2021-03-02,-0.030617118,0.9698468390080204,0.0,1.0
2021-03-08,-0.0064430237,0.9935776880894236,0.0,1.0
2021-03-15,4.5504313,94.67322748643986,2.1400661634962708,8.5
2021-03-23,-0.11109042,0.8948578307253015,4.121743536410215,61.66666666666668
2021-04-05,1.5163658,4.555638818921394,4.163337433709052,64.28571428571428
2021-04-19,2.7155352,15.112695676987135,5.064401718251916,158.2857142857143
2021-04-26,5.803459,331.44409984247756,6.024139155920822,413.28571428571433
2021-05-03,8.038515,3098.0095107679313,5.733341276897746,309.0000000000001
2021-05-10,8.721369,6132.567540907252,4.162781723775329,64.25
2021-11-08,5.3647776,213.7436853166932,2.951929650895598,19.142857142857142
2021-11-15,1.2167151,3.3760794067956357,4.896773133183109,133.8571428571428
2021-11-22,0.20035952,1.2218419598528514,4.876287241565177,131.14285714285714
2021-11-29,3.6817565,39.71609401813381,4.633341062954788,102.85714285714286
