 Ã¤¼ö ÀÏÀÚ,No,¿¬µµ,¿ù,Á¶»çÈ¸Â÷,¼ö°è¸í,Áß±Ç¿ª¸í,ÃøÁ¤¼Ò¸í,¼ö½É,À½ÀÌ¿Â°è¸éÈ°¼ºÁ¦,À¯·®,¾ÈÆ¼¸ó,ºñ¼Ò,¹Ù·ý,º¥Á¨,»ý¹°È­ÇÐÀû»ê¼Ò¿ä±¸·®,»ç¿°È­Åº¼Ò,Ä«µå¹Å,Å¬·Î·ÎÆ÷¸§,¿°¼ÒÀÌ¿Â,Å¬·Î·ÎÇÊ,½Ã¾È,È­ÇÐÀû»ê¼Ò¿ä±¸·®,»öµµ,Å©·Ò,°¡Å©·Ò,±¸¸®,´ÙÀÌÅ¬·Î·Î¿¡Åº,´ÙÀÌÅ¬·Î·Î¸ÞÅº,´ÙÀÌ¿¡Æ¿Çí½ÇÇÁÅ»·¹ÀÌÆ®,´ÙÀÌ¿Á¼¼ÀÎ,¿ëÁ¸»ê¼Ò,¿ëÁ¸ÃÑÁú¼Ò,¿ëÁ¸ÃÑÀÎ,Àü±âÀüµµµµ,ºÐ¿ø¼º´ëÀå±Õ±º,¿ëÇØ¼ºÃ¶,ºÒ¼Ò,Çí»çÅ¬·Î·Îº¥Á¨,Æ÷¸§¾Ëµ¥È÷µå,¼öÀº,¿ëÇØ¼º¸Á°£,¾Ï¸ð´Ï¾Æ¼ºÁú¼Ò,³ë¸»Çí»êÃßÃâ¹°Áú,´ÏÄÌ,Áú»ê¼ºÁú¼Ò,À¯±âÀÎ,³³,Æú¸®Å¬·Î¸®³×ÀÌÆ¼µåºñÆä´Ò,Å×Æ®¶óÅ¬·Î·Î¿¡Æ¿·»,¼ö¼ÒÀÌ¿Â³óµµ,Æä³î·ù,ÀÎ»ê¿°ÀÎ,¼¿·¹´½,ºÎÀ¯¹°Áú,Æ®¸®Å¬·Î·Î¿¡Æ¿·»,ÃÑ´ëÀå±Õ±º,¼ö¿Â,ÃÑÁú¼Ò,ÃÑÀ¯±âÅº¼Ò,ÃÑÀÎ,Åõ¸íµµ,¾Æ¿¬
2016-01-04,206,2016,1,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.0,,,,,,,1.0,,,,0.0,,,2.8,,,,,,,0,,10.1,1.688,0.014,137.0,0,,,,,,,0.054,,,0.840,,,,,6.9,0.000,0.002,,3.4,,250,7.0,1.701,1.4,0.019,,
2016-01-04,323,2016,1,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,,,,,,,1.3,,,,0.0,,,3.2,,,,,,,0,,9.0,1.619,0.018,133.0,0,,,,,,,0.069,,,0.850,,,,,6.8,0.000,0.004,,4.8,,280,7.0,1.623,2.1,0.023,,
2016-02-01,587,2016,2,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,,,,,,,1.0,,,,0.0,9.9,,2.1,,,,,,,0,,13.2,1.943,0.018,151.0,0,,,,,,,0.080,,,1.010,,,,,7.5,0.000,0.002,,1.4,,240,5.0,1.964,1.7,0.022,2.5,
2016-02-01,705,2016,2,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.0,,,,,,,1.3,,,,0.0,,,2.4,,,,,,,0,,11.3,1.812,0.019,153.0,0,,,,,,,0.082,,,1.010,,,,,7.5,0.000,0.002,,1.6,,320,5.0,1.821,1.7,0.026,,
2016-02-01,816,2016,2,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,,,,,,,1.4,,,,0.0,,,3.0,,,,,,,0,,10.6,1.910,0.020,159.0,0,,,,,,,0.112,,,1.020,,,,,7.5,0.000,0.003,,2.6,,180,5.0,1.933,2.4,0.028,,
2016-03-02,1090,2016,3,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,0.00,,0.0000,0.00000,,0.0000,1.2,0.0000,0.00000,0.000,0.0,7.7,0.00,3.1,,,0.000,,0.0000,0.0000,0,0.000,12.0,2.239,0.018,152.0,0,,,0.000,0.000,0.0000000,,0.159,,,1.260,,0.00000,,0.000,7.8,0.000,0.003,,3.1,0.000,42,8.0,2.320,2.1,0.020,2.5,
2016-03-02,1215,2016,3,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.0,0.00,,0.0000,0.00000,,0.0000,1.2,0.0000,0.00000,0.000,0.0,,0.00,3.3,,,0.000,,0.0000,0.0000,0,0.000,12.3,2.388,0.020,155.0,0,,,0.000,0.000,0.0000000,,0.160,,,1.260,,0.00000,,0.000,7.8,0.000,0.003,,3.8,0.000,51,8.0,2.423,2.2,0.022,,
2016-03-02,1333,2016,3,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,0.00,,0.0000,0.00000,,0.0000,1.2,0.0000,0.00000,0.000,0.0,,0.00,3.0,,,0.000,,0.0000,0.0000,0,0.000,12.0,2.759,0.021,150.0,0,,,0.000,0.000,0.0000000,,0.151,,,1.250,,0.00000,,0.000,7.6,0.000,0.003,,2.8,0.000,96,8.0,2.790,2.0,0.025,,
2016-04-04,1612,2016,4,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,0.00,,0.0000,0.00000,,,1.3,,0.00000,,0.0,7.6,0.00,2.4,,,0.000,,,,0,,11.5,2.489,0.020,150.0,0,,,,,0.0000000,,0.121,,,0.860,,0.00000,,,7.8,0.000,0.004,,1.6,,33,10.0,2.502,1.4,0.022,2.5,
2016-04-04,1737,2016,4,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.0,0.00,,0.0000,0.00000,,,1.3,,0.00000,,0.0,,0.00,2.5,,,0.000,,,,0,,11.4,2.340,0.018,145.0,0,,,,,0.0000000,,0.127,,,0.850,,0.00000,,,7.7,0.000,0.004,,1.8,,48,10.0,2.419,1.4,0.020,,
2016-04-04,1856,2016,4,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,0.00,,0.0000,0.00000,,,1.3,,0.00000,,0.0,,0.00,2.5,,,0.000,,,,0,,11.2,2.108,0.016,140.0,0,,,,,0.0000000,,0.127,,,0.860,,0.00000,,,7.7,0.000,0.004,,1.4,,79,10.0,2.178,1.4,0.018,,
2016-05-12,2194,2016,5,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,0.00,,0.0000,0.00000,,,2.8,,0.00000,,0.0,9.3,0.00,2.4,,,0.000,,,,0,,9.0,1.270,0.026,155.0,4,,,,,0.0000000,,0.049,,,0.610,,0.00000,,,7.8,0.000,0.008,,2.6,,350,19.0,1.403,1.8,0.030,2.5,
2016-05-12,2315,2016,5,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.0,0.00,,0.0000,0.00000,,,2.6,,0.00000,,0.0,,0.00,2.2,,,0.000,,,,0,,8.6,1.169,0.024,140.0,8,,,,,0.0000000,,0.057,,,0.580,,0.00000,,,7.8,0.000,0.008,,3.8,,340,19.0,1.259,1.6,0.028,,
2016-05-12,2432,2016,5,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,0.00,,0.0000,0.00000,,,3.0,,0.00000,,0.0,,0.00,1.9,,,0.000,,,,0,,8.2,1.157,0.026,154.0,28,,,,,0.0000000,,0.040,,,0.600,,0.00000,,,7.8,0.000,0.008,,4.4,,480,19.0,1.259,1.3,0.030,,
2016-06-07,2679,2016,6,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,0.00,,0.0000,0.00000,,,2.0,,0.00000,,0.0,22.7,0.00,3.6,,,0.000,,,,0,,7.0,1.876,0.020,184.0,4,,,,,0.0000000,,0.056,,,0.370,,0.00000,,,8.4,0.000,0.006,,3.8,,330,23.0,2.067,2.1,0.024,2.3,
2016-06-07,2804,2016,6,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.0,0.00,,0.0000,0.00000,,,2.0,,0.00000,,0.0,,0.00,3.5,,,0.000,,,,0,,6.4,1.556,0.018,180.0,10,,,,,0.0000000,,0.102,,,0.400,,0.00000,,,8.5,0.000,0.005,,5.0,,370,22.0,1.776,2.0,0.019,,
2016-06-07,2920,2016,6,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,0.00,,0.0000,0.00000,,,2.3,,0.00000,,0.0,,0.00,4.4,,,0.000,,,,0,,6.0,1.364,0.018,154.0,26,,,,,0.0000000,,0.100,,,0.380,,0.00000,,,8.6,0.000,0.005,,5.6,,520,21.0,1.554,3.2,0.018,,
2016-07-06,3186,2016,7,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,0.00,,0.0000,0.00000,,,1.7,,0.00000,,0.0,2.0,0.00,4.3,,,0.000,,,,0,,11.0,1.619,0.017,106.0,350,,,,,0.0000000,,0.143,,,0.660,0.0000,0.00000,0.0000,,8.0,0.000,0.004,,4.6,,20000,26.0,1.854,2.7,0.024,2.3,
2016-07-06,3311,2016,7,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.0,0.00,,0.0000,0.00000,,,1.4,,0.00000,,0.0,2.0,0.00,4.8,,,0.000,,,,0,,7.2,1.684,0.014,86.0,300,,,,,0.0000000,,0.170,,,0.800,0.0000,0.00000,0.0000,,7.9,0.000,0.003,,7.6,,16000,24.0,2.051,3.0,0.020,,
2016-07-06,3428,2016,7,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,7.0,0.00,,0.0000,0.00000,,,1.6,,0.00000,,0.0,2.0,0.00,3.9,,,0.000,,,,0,,4.2,1.567,0.014,134.0,550,,,,,0.0000000,,0.150,,,0.790,0.0000,0.00000,0.0000,,7.7,0.000,0.003,,7.0,,20000,20.0,2.070,2.8,0.018,,
2016-08-03,3703,2016,8,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,0.00,,0.0000,0.00000,,,1.3,,0.00000,,0.0,2.5,0.00,2.4,,,0.000,,,,0,,8.2,1.055,0.018,172.0,0,,,,,0.0000000,,0.035,,,0.270,,0.00000,,,8.3,0.000,0.004,,0.6,,4700,32.0,1.101,1.3,0.022,2.2,
2016-08-03,3826,2016,8,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.0,0.00,,0.0000,0.00000,,,2.0,,0.00000,,0.0,2.2,0.00,2.3,,,0.000,,,,0,,6.4,0.961,0.016,168.0,0,,,,,0.0000000,,0.039,,,0.300,,0.00000,,,7.6,0.000,0.003,,0.8,,2200,29.0,1.128,1.2,0.021,,
2016-08-03,3941,2016,8,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,0.00,,0.0000,0.00000,,,2.3,,0.00000,,0.0,6.2,0.00,2.4,,,0.000,,,,0,,3.8,0.927,0.020,160.0,0,,,,,0.0000000,,0.053,,,0.350,,0.00000,,,7.0,0.000,0.003,,1.0,,5000,26.0,1.373,1.1,0.026,,
2016-09-07,4242,2016,9,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,0.00,,0.0000,0.00000,,0.0000,1.7,0.0000,0.00000,0.000,0.0,7.5,0.00,3.6,,,0.000,,0.0000,0.0000,0,0.000,7.8,0.465,0.032,113.0,30,,,0.000,0.000,0.0000000,,0.046,,,0.150,,0.00000,,0.000,7.8,0.000,0.006,,2.4,0.000,1900,27.0,0.730,2.1,0.035,11.7,
2016-09-07,4364,2016,9,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.0,0.00,,0.0000,0.00000,,0.0000,1.7,0.0000,0.00000,0.000,0.0,5.9,0.00,3.6,,,0.000,,0.0000,0.0000,0,0.000,6.5,0.607,0.030,122.0,0,,,0.000,0.000,0.0000000,,0.046,,,0.170,,0.00000,,0.000,7.5,0.000,0.006,,3.6,0.000,1400,25.0,0.705,1.8,0.034,,
2016-09-07,4479,2016,9,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,0.00,,0.0000,0.00000,,0.0000,1.6,0.0000,0.00000,0.000,0.0,4.5,0.00,3.2,,,0.000,,0.0000,0.0000,0,0.000,5.6,0.638,0.034,112.0,20,,,0.000,0.000,0.0000000,,0.053,,,0.210,,0.00000,,0.000,7.3,0.000,0.008,,3.2,0.000,1200,24.0,0.756,1.8,0.038,,
2016-10-18,4750,2016,10,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,0.00,,0.0000,0.00000,,,1.3,,0.00000,,0.0,7.9,0.00,2.4,,,0.000,,,,0,,9.6,1.458,0.016,79.0,1,,,,,0.0000000,,0.012,,,0.470,,0.00000,,,7.8,0.000,0.003,,5.6,,3200,20.0,1.722,1.3,0.020,1.5,
2016-10-18,4869,2016,10,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,5.0,0.00,,0.0000,0.00000,,,1.5,,0.00000,,0.0,6.6,0.00,1.9,,,0.000,,,,0,,7.9,1.062,0.018,68.0,0,,,,,0.0000000,,0.012,,,0.440,,0.00000,,,7.6,0.000,0.004,,3.8,,3400,20.0,1.128,1.0,0.024,,
2016-10-18,4983,2016,10,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,9.0,0.00,,0.0000,0.00000,,,1.5,,0.00000,,0.0,6.1,0.00,1.6,,,0.000,,,,0,,8.0,1.497,0.021,51.0,19,,,,,0.0000000,,0.022,,,0.510,,0.00000,,,7.6,0.000,0.005,,3.2,,4300,19.0,1.706,0.9,0.026,,
2016-11-07,5223,2016,11,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,0.00,,0.0000,0.00000,,,1.0,,0.00000,,0.0,3.2,0.00,1.5,,,0.000,,,,0,,9.1,1.129,0.018,72.0,0,,,,,0.0000000,,0.029,,,0.470,,0.00000,,,8.1,0.000,0.007,,1.0,,3100,15.0,1.452,0.8,0.030,2.2,
2016-11-07,5350,2016,11,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.0,0.00,,0.0000,0.00000,,,1.2,,0.00000,,0.0,4.8,0.00,1.7,,,0.000,,,,0,,8.6,1.137,0.020,72.0,1030,,,,,0.0000000,,0.027,,,0.480,,0.00000,,,7.3,0.000,0.008,,2.0,,21000,15.0,1.370,0.9,0.032,,
2016-11-07,5469,2016,11,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,7.0,0.00,,0.0000,0.00000,,,1.4,,0.00000,,0.0,5.5,0.00,1.6,,,0.000,,,,0,,8.7,1.151,0.024,72.0,540,,,,,0.0000000,,0.029,,,0.480,,0.00000,,,7.7,0.000,0.008,,1.8,,10200,15.0,1.457,0.8,0.034,,
2016-12-05,5719,2016,12,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,0.00,,0.0000,0.00000,,,1.2,,0.00000,,0.0,2.4,0.00,1.8,,,0.000,,,,0,,10.2,1.004,0.018,87.0,0,,,,,0.0000000,,0.077,,,0.440,,0.00000,,,8.1,0.000,0.003,,1.2,,400,10.0,1.117,1.0,0.025,2.2,
2016-12-05,5842,2016,12,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,5.0,0.00,,0.0000,0.00000,,,1.4,,0.00000,,0.0,1.8,0.00,2.0,,,0.000,,,,0,,9.9,1.114,0.022,86.0,0,,,,,0.0000000,,0.084,,,0.460,,0.00000,,,7.9,0.000,0.004,,1.2,,1300,10.0,1.157,1.1,0.025,,
2016-12-05,5957,2016,12,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,0.00,,0.0000,0.00000,,,1.3,,0.00000,,0.0,2.0,0.00,1.7,,,0.000,,,,0,,10.0,1.144,0.021,87.0,0,,,,,0.0000000,,0.109,,,0.540,,0.00000,,,7.7,0.000,0.005,,1.0,,220,10.0,1.353,0.9,0.029,,
2017-01-03,6211,2017,1,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,0.00,,0.0000,0.00000,,,1.2,,0.00000,,0.0,4.2,0.00,2.2,,,0.000,,,,0,,12.0,1.281,0.018,101.0,0,,,,,0.0000000,,0.054,,,0.820,,0.00000,,,8.1,0.000,0.004,,1.0,,70,6.0,1.423,0.9,0.020,3.5,
2017-01-03,6335,2017,1,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.0,0.00,,0.0000,0.00000,,,1.4,,0.00000,,0.0,4.4,0.00,2.3,,,0.000,,,,0,,11.7,1.279,0.020,102.0,0,,,,,0.0000000,,0.054,,,0.770,,0.00000,,,8.0,0.000,0.005,,1.2,,30,6.0,1.593,0.9,0.020,,
2017-01-03,6451,2017,1,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,0.00,,0.0000,0.00000,,,1.4,,0.00000,,0.0,1.8,0.00,2.0,,,0.000,,,,0,,11.4,1.344,0.022,132.0,1,,,,,0.0000000,,0.043,,,0.740,,0.00000,,,7.8,0.000,0.006,,1.0,,70,6.0,1.583,0.9,0.024,,
2017-02-06,6748,2017,2,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,0.00,,0.0000,0.00000,,,1.2,,0.00000,,0.0,5.8,0.00,2.0,,,0.000,,,,0,,13.6,1.894,0.010,106.0,0,,,,,0.0000000,,0.028,,,1.330,,0.00000,,,8.1,0.000,0.001,,1.4,,90,4.0,2.020,1.5,0.014,3.2,
2017-02-06,6874,2017,2,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,5.0,0.00,,0.0000,0.00000,,,1.6,,0.00000,,0.0,4.2,0.00,2.1,,,0.000,,,,0,,13.3,1.803,0.014,107.0,2,,,,,0.0000000,,0.025,,,1.350,,0.00000,,,8.0,0.000,0.001,,1.8,,120,4.0,1.976,1.5,0.018,,
2017-02-06,6992,2017,2,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,0.00,,0.0000,0.00000,,,1.4,,0.00000,,0.0,6.0,0.00,2.0,,,0.000,,,,0,,13.2,1.800,0.016,107.0,0,,,,,0.0000000,,0.019,,,1.340,,0.00000,,,7.9,0.000,0.000,,2.0,,140,4.0,1.940,1.6,0.020,,
2017-03-06,7249,2017,3,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,0.00,,0.0000,0.00000,,,1.7,,0.00000,,0.0,3.2,0.00,1.6,,,0.000,,,,0,,12.6,1.868,0.004,124.0,0,,,,,0.0000000,,0.055,,,1.350,,0.00000,,,7.8,0.000,0.001,,1.0,,100,7.0,1.879,1.6,0.005,3.0,
2017-03-06,7376,2017,3,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,5.0,0.00,,0.0000,0.00000,,,1.4,,0.00000,,0.0,1.6,0.00,1.7,,,0.000,,,,0,,12.5,1.880,0.007,124.0,2,,,,,0.0000000,,0.087,,,1.360,,0.00000,,,7.7,0.000,0.003,,1.4,,200,7.0,1.902,1.7,0.008,,
2017-03-06,7495,2017,3,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,0.00,,0.0000,0.00000,,,1.6,,0.00000,,0.0,2.3,0.00,1.7,,,0.000,,,,0,,12.2,1.720,0.010,126.0,1,,,,,0.0000000,,0.074,,,1.410,,0.00000,,,7.6,0.000,0.002,,1.5,,900,7.0,1.785,1.7,0.013,,
2017-04-03,7742,2017,4,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,0.00,,0.0000,0.00000,,,1.3,,0.00000,,0.0,1.4,0.00,2.3,,,0.000,,,,0,,11.8,1.841,0.002,127.0,0,,,,,0.0000000,,0.048,,,1.330,,0.00000,,,8.1,0.000,0.000,,1.0,,100,12.0,1.890,1.5,0.005,3.7,
2017-04-03,7870,2017,4,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,5.0,0.00,,0.0000,0.00000,,,1.5,,0.00000,,0.0,1.3,0.00,2.7,,,0.000,,,,0,,11.6,1.648,0.007,127.0,5,,,,,0.0000000,,0.086,,,1.290,,0.00000,,,8.0,0.000,0.004,,1.5,,2200,12.0,1.754,1.6,0.010,,
2017-04-03,7990,2017,4,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,8.0,0.00,,0.0000,0.00000,,,1.5,,0.00000,,0.0,3.1,0.00,2.6,,,0.000,,,,0,,9.2,1.460,0.007,129.0,2,,,,,0.0000000,,0.059,,,1.280,,0.00000,,,7.9,0.000,0.004,,1.9,,1300,10.0,1.585,1.6,0.008,,
2017-05-08,8279,2017,5,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,,,,,,,1.6,,,,0.0,3.0,,2.5,,,,,,,0,,10.4,1.177,0.008,107.0,5,,,,,,,0.047,,,0.830,,,,,8.3,0.000,0.005,,0.6,,100,20.0,1.301,1.7,0.012,3.7,
2017-05-08,8404,2017,5,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.0,,,,,,,1.9,,,,0.0,4.5,,2.6,,,,,,,0,,10.4,1.992,0.007,107.0,4,,,,,,,0.084,,,0.850,,,,,8.4,0.000,0.005,,1.0,,500,20.0,2.204,1.7,0.011,,
2017-05-08,8521,2017,5,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,6.8,,,,,,,1.9,,,,0.0,7.3,,2.9,,,,,,,0,,10.3,1.439,0.006,113.0,62,,,,,,,0.092,,,0.860,,,,,8.2,0.000,0.005,,1.7,,700,19.0,1.501,2.0,0.009,,
2017-06-01,8771,2017,6,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,0.00,,0.0000,0.00000,,,1.7,,0.00000,,0.0,2.1,0.00,2.6,,,0.000,,,,0,,9.5,0.661,0.006,110.0,3,,,,,0.0000000,,0.018,,,0.590,,0.00000,,,8.4,0.000,0.000,,0.4,,110,24.0,1.067,1.9,0.010,4.5,
2017-06-01,8894,2017,6,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.3,0.00,,0.0000,0.00000,,,1.9,,0.00000,,0.0,3.5,0.00,2.9,,,0.000,,,,0,,9.8,0.712,0.011,111.0,2,,,,,0.0000000,,0.030,,,0.590,,0.00000,,,8.3,0.000,0.003,,1.1,,3000,23.0,1.157,2.0,0.019,,
2017-06-01,9009,2017,6,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,7.5,0.00,,0.0000,0.00000,,,2.3,,0.00000,,0.0,4.4,0.00,3.2,,,0.000,,,,0,,2.3,0.874,0.007,124.0,10,,,,,0.0000000,,0.046,,,0.510,,0.00000,,,8.1,0.000,0.004,,2.1,,3400,17.0,1.093,2.2,0.010,,
2017-07-03,9279,2017,7,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.7,,,,,,,2.2,,,,0.0,7.1,,3.6,,,,,,,0,,7.5,0.931,0.010,120.0,11,,,,,,,0.100,,,0.230,0.0000,,0.0000,,8.3,0.000,0.005,,4.0,,1600,26.0,1.058,2.5,0.014,1.3,
2017-07-03,9410,2017,7,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,3.0,,,,,,,2.1,,,,0.0,8.4,,3.8,,,,,,,0,,5.7,0.760,0.013,128.0,13,,,,,,,0.151,,,0.330,0.0000,,0.0000,,8.0,0.000,0.005,,3.9,,2900,26.0,0.854,2.6,0.017,,
2017-07-03,9531,2017,7,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.4,,,,,,,2.0,,,,0.0,6.9,,3.9,,,,,,,0,,2.0,0.786,0.016,142.0,8,,,,,,,0.127,,,0.400,0.0000,,0.0000,,7.8,0.000,0.003,,4.2,,4400,24.0,0.863,2.7,0.018,,
2017-08-01,9814,2017,8,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,1.0,,,,,,,1.5,,,,0.0,8.5,,4.3,,,,,,,0,,8.8,0.569,0.007,123.0,0,,,,,,,0.075,,,0.000,,,,,9.3,0.000,0.003,,1.3,,3200,30.0,1.832,3.4,0.016,1.2,
2017-08-01,9938,2017,8,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,2.6,,,,,,,2.0,,,,0.0,7.6,,4.8,,,,,,,0,,7.0,0.694,0.001,121.0,0,,,,,,,0.114,,,0.000,,,,,9.0,0.000,0.002,,1.4,,6300,29.0,1.732,3.8,0.023,,
2017-08-01,10053,2017,8,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,4.0,,,,,,,2.5,,,,0.0,8.4,,4.5,,,,,,,0,,4.2,0.796,0.008,127.0,0,,,,,,,0.158,,,0.200,,,,,8.6,0.000,0.003,,2.8,,5600,29.0,1.786,3.6,0.024,,
2017-09-04,10330,2017,9,1È¸Â÷ »óÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,0.2,0.00,,0.0000,0.00000,,0.0000,2.0,0.0000,0.00000,0.000,0.0,8.8,0.00,4.4,,,0.000,,0.0000,0.0000,0,0.000,7.6,1.025,0.018,114.0,1,,,0.000,0.000,0.0000000,,0.341,,,0.190,,0.00000,,0.000,9.0,0.000,0.006,,2.8,0.000,3400,26.0,1.304,3.8,0.026,1.3,
2017-09-04,10456,2017,9,1È¸Â÷ ÁßÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,3.7,0.00,,0.0000,0.00000,,0.0000,1.9,0.0000,0.00000,0.000,0.0,7.6,0.00,4.3,,,0.000,,0.0000,0.0000,0,0.000,7.1,1.154,0.020,112.0,20,,,0.000,0.000,0.0000000,,0.386,,,0.180,,0.00000,,0.000,9.0,0.000,0.005,,2.7,0.000,6200,26.0,1.470,3.7,0.030,,
2017-09-04,10573,2017,9,1È¸Â÷ ÇÏÃþºÎ,³«µ¿°­,³²°­´ï,³²°­´ï2,6.0,0.00,,0.0000,0.00000,,0.0000,2.2,0.0000,0.00000,0.000,0.0,7.6,0.00,4.9,,,0.000,,0.0000,0.0000,0,0.000,3.3,1.006,0.023,106.0,10,,,0.000,0.000,0.0000000,,0.385,,,0.180,,0.00000,,0.000,8.5,0.000,0.007,,3.2,0.000,4700,26.0,1.765,4.1,0.030,,
