,측정소명,수온,수소이온농도,전기전도도,용존산소,탁도,총유기탄소,총질소,총인,클로로필,염화메틸렌,트리클로로에테인,사염화탄소,트리클로로에틸렌,테트라클로로에틸렌,벤젠,톨루엔,에틸벤젠,자일렌,자일렌,염화메틸렌,트리클로로에테인,사염화탄소,트리클로로에틸렌,테트라클로로에틸렌
2015-03-03,회상,5.2,7.8,207.0,12.6,4.5,,2.571,0.006,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-04,회상,5.2,7.9,207.0,12.6,4.3,2.7,2.51,0.004,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-05,회상,5.7,7.9,207.0,12.4,6.0,2.5,2.472,0.004,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-06,회상,6.3,8.0,206.0,12.4,6.7,2.8,2.473,0.004,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-07,회상,6.4,8.0,207.0,12.6,6.1,2.9,2.487,0.005,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-08,회상,6.3,8.1,208.0,12.8,5.5,2.8,2.495,0.005,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-09,회상,7.3,7.9,212.0,12.3,4.8,2.5,2.635,0.005,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-10,회상,6.3,7.9,212.0,12.5,5.3,2.4,2.537,0.004,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-11,회상,6.2,8.0,213.0,12.4,5.5,,,,10.1,,,,,,,,,,,,,,,
2015-03-12,회상,6.6,8.0,215.0,12.1,5.9,3.1,2.484,0.004,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-13,회상,6.0,8.0,216.0,12.4,6.5,3.3,2.506,0.007,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-14,회상,6.3,8.1,216.0,12.7,6.3,3.2,2.461,0.006,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-15,회상,6.5,8.1,214.0,13.1,5.9,3.1,2.439,0.007,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-16,회상,7.2,8.1,215.0,12.9,5.6,3.0,2.451,0.007,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-17,회상,9.3,8.0,215.0,12.3,4.8,2.9,2.512,0.007,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-18,회상,9.6,8.0,218.0,12.0,5.0,2.9,2.573,0.007,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-19,회상,10.2,8.0,213.0,11.8,5.8,2.8,2.496,0.007,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-20,회상,11.7,7.7,206.0,10.9,12.4,3.1,2.479,0.007,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-21,회상,12.5,7.6,188.0,10.3,17.0,3.4,2.684,0.008,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-22,회상,12.0,7.6,181.0,10.3,14.5,3.2,2.601,0.008,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-23,회상,11.7,7.7,184.0,10.4,12.4,3.1,2.445,0.007,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-24,회상,,,,,,,,,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-25,회상,,,,,,,,,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-26,회상,,,,,,,2.407,0.004,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-27,회상,10.8,8.4,187.0,10.3,4.2,3.1,2.347,0.003,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-28,회상,11.3,8.4,190.0,9.9,3.9,3.0,2.376,0.003,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-29,회상,11.9,8.3,193.0,10.4,3.3,2.9,2.36,0.003,21.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-30,회상,13.0,8.6,194.0,10.3,3.2,2.8,2.347,0.003,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-31,회상,13.4,8.3,197.0,9.3,2.6,2.8,2.377,0.004,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-01,회상,13.9,7.5,200.0,8.3,2.7,2.8,2.352,0.005,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-02,회상,13.2,7.7,201.0,9.2,3.3,2.7,2.382,0.005,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-03,회상,13.2,8.1,200.0,10.5,3.2,2.7,2.405,0.005,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-04,회상,13.4,8.3,200.0,10.7,2.8,2.7,2.266,0.005,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-05,회상,12.8,8.1,205.0,10.6,3.7,2.8,2.313,0.004,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-06,회상,13.1,8.0,214.0,10.5,3.2,2.8,2.453,0.005,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-07,회상,12.5,7.9,213.0,10.1,3.6,2.9,2.335,0.005,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-08,회상,12.1,7.8,205.0,10.2,5.6,2.9,2.237,0.005,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-09,회상,12.5,7.8,195.0,10.4,4.9,2.7,2.273,0.005,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-10,회상,13.5,8.2,191.0,11.4,4.2,2.4,2.274,0.005,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-11,회상,14.2,8.3,192.0,11.7,2.8,2.4,2.184,0.004,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-12,회상,14.3,8.3,191.0,11.5,3.8,2.5,2.145,0.004,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-13,회상,13.4,8.2,192.0,11.0,5.1,2.7,2.251,0.003,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-14,회상,13.3,8.2,193.0,10.8,3.9,2.6,2.367,0.003,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-15,회상,12.9,8.1,194.0,10.8,3.2,2.4,2.335,0.003,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-16,회상,12.9,8.1,194.0,10.9,3.2,2.4,2.332,0.005,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-17,회상,13.2,8.1,194.0,11.1,3.6,2.3,2.383,0.008,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-18,회상,13.9,8.3,196.0,11.3,3.2,2.4,2.66,0.007,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-19,회상,14.3,8.5,196.0,11.7,2.4,2.3,2.72,0.009,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-20,회상,14.4,8.1,196.0,10.8,2.1,2.3,2.83,0.009,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-21,회상,14.7,8.0,194.0,10.4,2.8,2.4,2.653,0.01,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-22,회상,14.6,8.0,190.0,10.4,2.8,2.4,2.636,0.01,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-23,회상,15.5,8.1,187.0,10.2,4.2,2.5,2.679,0.012,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-24,회상,16.1,8.2,181.0,10.7,4.0,2.4,2.701,0.012,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-25,회상,16.8,8.4,177.0,11.1,3.7,2.4,2.639,0.011,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-26,회상,17.8,8.6,177.0,11.3,3.5,2.4,2.619,0.011,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-27,회상,18.5,8.7,180.0,11.1,2.8,2.3,,0.011,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-28,회상,19.1,8.8,184.0,11.1,2.3,2.4,,0.011,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-29,회상,19.6,8.9,185.0,11.0,1.6,2.4,2.516,0.011,15.0,,,,,,,,,,,,,,,
2015-04-30,회상,19.8,8.7,188.0,,1.9,2.4,2.309,0.011,13.6,,,,,,,,,,,,,,,
2015-05-01,회상,21.5,9.2,187.0,8.4,1.2,2.4,2.332,0.008,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-02,회상,21.8,9.3,187.0,9.6,1.5,2.4,2.325,0.007,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-03,회상,21.5,9.0,192.0,9.3,2.4,2.4,2.29,0.007,45.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04,회상,20.9,8.3,201.0,8.0,,2.4,2.38,0.007,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-05,회상,20.8,8.7,200.0,8.6,2.1,2.4,2.35,0.008,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-06,회상,20.9,9.0,198.0,9.1,1.4,2.6,2.317,0.007,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-07,회상,20.4,9.0,201.0,8.9,0.6,2.7,2.31,0.007,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-08,회상,20.7,9.1,202.0,9.4,0.6,2.8,2.28,0.007,18.2,,,,,,,,,,,,,,,
2015-05-09,회상,20.7,9.2,198.0,9.4,0.4,2.7,2.251,0.008,19.7,,,,,,,,,,,,,,,
2015-05-10,회상,20.8,9.1,189.0,9.3,1.1,2.8,2.163,0.008,26.7,,,,,,,,,,,,,,,
2015-05-11,회상,20.7,9.0,186.0,8.5,2.3,2.8,2.185,0.008,21.5,,,,,,,,,,,,,,,
2015-05-12,회상,20.3,8.8,200.0,7.5,3.2,2.8,2.338,0.011,18.2,,,,,,,,,,,,,,,
2015-05-13,회상,20.4,8.7,201.0,7.4,3.5,2.8,2.341,0.012,18.1,,,,,,,,,,,,,,,
2015-05-14,회상,21.5,8.7,200.0,7.3,3.8,2.8,2.254,0.01,19.7,,,,,,,,,,,,,,,
2015-05-15,회상,21.9,8.8,197.0,7.7,4.2,2.8,2.248,0.011,22.5,,,,,,,,,,,,,,,
2015-05-16,회상,21.3,8.9,187.0,8.0,4.7,2.8,2.223,0.01,24.1,,,,,,,,,,,,,,,
2015-05-17,회상,22.0,8.5,173.0,7.2,6.0,2.9,2.183,0.009,23.4,,,,,,,,,,,,,,,
2015-05-18,회상,21.9,8.7,185.0,7.4,6.2,2.9,2.247,0.011,17.0,,,,,,,,,,,,,,,
2015-05-19,회상,21.5,8.8,207.0,7.9,5.7,2.9,2.162,0.01,13.7,,,,,,,,,,,,,,,
2015-05-20,회상,21.2,8.8,209.0,8.0,5.1,2.9,2.142,0.008,17.6,,,,,,,,,,,,,,,
2015-05-21,회상,21.4,8.9,212.0,8.0,5.2,2.9,2.187,0.009,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-22,회상,22.3,9.1,210.0,8.4,4.9,3.0,2.133,0.013,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-23,회상,22.6,9.2,202.0,8.7,5.4,3.0,2.191,0.011,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-24,회상,23.6,9.3,203.0,9.1,5.9,3.1,2.236,0.012,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-25,회상,24.3,9.4,205.0,9.4,6.4,3.1,2.206,0.015,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-26,회상,24.2,9.3,204.0,9.7,7.9,3.2,2.161,0.014,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-27,회상,25.2,9.0,200.0,9.5,8.8,3.2,2.113,0.011,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-28,회상,26.1,9.1,201.0,9.4,6.6,3.1,2.124,0.012,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-29,회상,26.2,9.1,201.0,9.6,6.1,3.1,2.129,0.012,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-30,회상,25.2,9.1,207.0,9.7,5.3,3.1,2.111,0.01,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-31,회상,25.5,9.1,199.0,9.7,6.0,3.1,2.018,0.009,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-01,회상,26.0,9.2,206.0,9.9,5.9,3.1,1.977,0.008,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-02,회상,25.4,9.3,204.0,10.8,5.1,3.2,1.993,0.009,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-03,회상,24.3,8.9,203.0,8.8,4.5,3.1,1.939,0.009,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-04,회상,24.7,9.0,201.0,8.5,4.1,3.0,1.872,0.009,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-05,회상,23.8,9.0,200.0,8.5,3.5,3.1,1.869,0.009,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-06,회상,23.9,9.0,197.0,8.5,3.9,3.1,1.838,0.009,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-07,회상,24.4,9.1,199.0,8.9,5.3,3.0,1.767,0.011,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-08,회상,23.8,9.1,198.0,9.3,6.9,3.1,1.828,0.01,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-09,회상,23.8,9.0,196.0,8.9,13.6,3.0,1.866,0.008,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-10,회상,24.9,9.0,198.0,8.8,9.6,3.0,1.841,0.009,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-11,회상,24.1,9.0,197.0,9.1,,3.0,1.85,0.009,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-12,회상,24.5,9.1,194.0,8.5,3.4,3.1,1.867,0.01,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-13,회상,24.1,9.0,195.0,8.0,3.4,3.1,1.819,0.011,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-14,회상,24.2,8.7,194.0,7.3,5.5,3.0,1.846,0.011,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15,회상,24.9,8.8,193.0,8.0,3.7,2.9,1.857,0.012,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-16,회상,25.2,9.0,193.0,8.8,3.1,2.9,1.839,0.013,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-17,회상,25.6,9.0,195.0,8.4,4.1,2.9,1.838,0.014,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-18,회상,25.4,8.9,188.0,7.9,4.7,2.9,1.854,0.014,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-19,회상,25.7,8.9,192.0,8.0,3.4,2.8,1.818,0.013,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-20,회상,25.0,8.9,192.0,7.7,4.1,2.7,1.797,0.013,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-21,회상,24.5,8.5,193.0,7.2,6.2,2.6,1.806,0.013,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-22,회상,25.3,8.7,193.0,7.3,8.6,2.6,1.807,0.015,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-23,회상,24.8,8.8,196.0,8.2,,2.9,1.753,0.012,16.6,,,,,,,,,,,,,,,
2015-06-24,회상,25.6,8.7,209.0,7.7,,3.1,,,17.3,,,,,,,,,,,,,,,
2015-06-25,회상,25.2,8.8,210.0,7.9,3.8,2.9,1.836,0.014,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-26,회상,23.9,8.4,204.0,6.6,4.7,2.7,1.948,0.013,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-27,회상,23.6,8.5,212.0,7.7,5.6,2.8,1.78,0.017,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,회상,24.8,8.7,211.0,8.4,6.4,3.3,1.722,0.022,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-29,회상,26.1,8.6,198.0,8.6,5.2,3.4,1.995,0.028,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-30,회상,25.9,8.9,205.0,9.4,4.4,3.3,2.054,0.024,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,회상,26.1,8.8,211.0,8.8,5.2,3.1,2.172,0.023,28.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-02,회상,26.8,9.0,209.0,9.1,,3.2,2.215,0.024,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-03,회상,26.7,9.0,215.0,9.3,,3.1,2.094,0.022,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-04,회상,26.8,9.0,219.0,9.3,,3.0,2.021,0.021,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-05,회상,27.7,9.1,223.0,9.0,,3.0,1.981,0.022,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-06,회상,27.7,9.1,227.0,8.7,,2.9,1.909,0.023,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-07,회상,26.7,9.1,229.0,9.0,,2.8,1.874,0.021,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-08,회상,25.7,8.9,225.0,7.5,,2.7,1.858,0.018,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-09,회상,24.9,8.2,216.0,6.0,7.1,2.6,1.708,0.017,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-10,회상,24.2,8.3,206.0,6.7,8.7,2.9,1.732,0.019,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-11,회상,24.4,8.0,208.0,6.8,9.5,3.3,1.891,0.025,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-12,회상,25.1,7.9,204.0,6.2,7.0,3.0,2.075,0.026,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-13,회상,24.6,7.8,203.0,5.5,7.8,3.2,2.289,0.038,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-14,회상,25.2,7.9,208.0,6.4,9.2,4.1,2.432,0.111,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-15,회상,26.6,8.5,200.0,9.3,7.1,2.9,1.958,0.035,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-16,회상,26.6,8.5,193.0,9.1,6.7,2.7,2.002,0.036,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-17,회상,26.4,8.6,192.0,9.9,7.0,2.5,1.941,0.027,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-18,회상,26.7,8.8,191.0,10.7,7.4,2.6,1.903,0.023,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-19,회상,27.3,9.0,188.0,11.1,8.8,2.6,1.86,0.024,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-20,회상,27.5,9.3,194.0,11.9,8.1,2.6,1.841,0.029,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-21,회상,27.5,9.3,204.0,11.7,5.5,2.4,1.905,0.026,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-22,회상,28.3,9.2,207.0,10.3,5.6,2.4,1.929,0.029,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-23,회상,27.9,9.1,204.0,8.9,6.0,2.6,1.925,0.03,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-24,회상,28.0,9.0,208.0,9.1,5.1,2.8,1.913,0.032,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-25,회상,28.2,8.9,213.0,8.2,5.0,2.8,1.902,0.031,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-26,회상,29.2,8.7,216.0,7.6,5.9,2.7,1.792,0.031,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-27,회상,29.3,8.6,218.0,7.5,6.4,2.7,1.744,0.03,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,회상,29.8,8.8,217.0,8.2,6.0,2.8,1.678,0.032,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-29,회상,30.1,8.8,213.0,8.4,6.5,2.8,1.664,0.03,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-30,회상,30.6,8.8,219.0,8.3,6.8,2.7,1.63,0.029,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-31,회상,31.6,8.8,220.0,8.1,7.3,2.7,1.59,0.03,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,회상,31.9,8.8,,8.3,,2.6,1.521,0.026,4.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-02,회상,31.5,8.9,,8.4,,2.7,1.5,0.027,6.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-03,회상,31.8,8.9,231.0,8.2,,2.7,1.544,0.026,4.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-04,회상,31.8,8.8,227.0,7.9,5.5,2.6,1.72,,3.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-05,회상,31.9,8.8,229.0,7.7,5.3,2.6,1.808,,3.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-06,회상,32.4,8.8,231.0,7.6,5.4,2.6,1.703,,2.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-07,회상,32.9,8.9,229.0,7.9,6.6,2.6,1.622,,1.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-08,회상,32.9,8.9,229.0,8.1,6.7,2.6,1.603,,3.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-09,회상,32.5,8.9,229.0,8.0,6.8,2.6,1.633,,5.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-10,회상,31.6,8.8,228.0,7.8,7.7,2.6,1.608,,7.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-11,회상,31.1,8.7,226.0,7.4,,2.6,1.598,,10.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-12,회상,30.2,8.4,227.0,6.7,,2.5,1.625,,7.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-13,회상,30.1,8.3,227.0,6.4,,2.5,1.61,,4.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-14,회상,29.9,8.4,226.0,6.6,,2.5,1.58,,8.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-15,회상,30.1,8.8,225.0,7.8,,2.5,1.529,0.022,12.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-16,회상,29.7,8.9,224.0,8.3,,2.6,1.501,0.022,11.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-17,회상,29.6,8.9,225.0,7.7,,2.8,1.506,0.024,9.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-18,회상,29.3,8.9,226.0,7.9,,2.8,1.501,0.026,8.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-19,회상,29.0,9.0,228.0,8.8,4.9,2.7,1.444,0.025,17.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-20,회상,,,,,,2.8,1.504,0.03,26.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-21,회상,28.9,9.0,228.0,8.4,5.2,2.6,1.554,0.034,20.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-22,회상,28.7,9.0,228.0,8.3,5.1,2.6,1.517,0.036,14.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-23,회상,28.6,8.9,230.0,7.8,4.8,2.7,1.467,0.036,9.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-24,회상,28.4,9.0,231.0,8.1,6.0,2.7,1.457,0.025,7.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-25,회상,27.5,8.5,234.0,7.1,6.1,2.7,1.539,0.013,3.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-26,회상,27.2,8.1,237.0,7.3,5.3,2.7,1.554,0.015,3.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-27,회상,27.1,8.3,236.0,7.7,5.3,2.8,1.547,0.017,10.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-28,회상,27.5,8.5,236.0,8.5,5.3,2.8,1.495,0.013,11.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-29,회상,27.5,8.6,237.0,9.2,5.4,2.8,1.447,0.013,10.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-30,회상,27.4,8.7,238.0,9.3,5.4,2.8,1.416,0.012,5.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-31,회상,27.4,8.8,237.0,9.4,5.2,2.8,1.389,0.013,9.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
