,측정소명,수온,수소이온농도,전기전도도,용존산소,탁도,총유기탄소,총질소,총인,암모니아성질소,질산성질소,인산염인,클로로필,염화메틸렌,트리클로로에테인,사염화탄소,트리클로로에틸렌,테트라클로로에틸렌,벤젠,톨루엔,에틸벤젠,자일렌,자일렌,염화메틸렌,트리클로로에테인,사염화탄소,트리클로로에틸렌,테트라클로로에틸렌,페놀
2014-07-19,다산,27.5,7.8,262.0,8.6,8.0,3.6,1.301,0.032,,0.86,0.02,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,
2014-07-20,다산,28.5,8.1,263.0,10.0,8.6,3.7,1.278,0.033,,0.987,0.02,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,
2014-07-21,다산,28.7,8.4,261.0,11.3,8.8,3.8,1.19,0.034,,0.905,0.021,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,
2014-07-22,다산,28.5,8.4,261.0,11.8,8.7,3.9,1.073,0.036,,0.739,0.022,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,
2014-07-23,다산,28.3,8.5,262.0,11.7,8.5,3.8,1.16,0.031,,0.742,0.015,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
2014-07-24,다산,29.0,8.4,268.0,11.5,10.4,3.5,1.093,0.026,,0.651,0.008,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
2014-07-25,다산,29.2,8.4,268.0,11.4,16.7,3.2,1.139,0.025,,0.663,0.007,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
2014-07-26,다산,29.0,8.1,272.0,9.7,24.2,3.1,1.096,0.025,,0.608,0.007,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2014-07-27,다산,28.7,7.7,280.0,9.0,29.5,3.1,1.119,0.026,,0.564,0.009,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2014-07-28,다산,28.7,8.2,281.0,11.0,20.2,3.3,1.111,0.027,,0.581,0.008,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2014-07-29,다산,28.6,8.2,280.0,11.5,7.8,3.4,1.097,0.024,,0.516,0.005,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2014-07-30,다산,29.2,8.5,277.0,9.7,8.2,3.3,1.377,0.023,,0.567,0.007,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
2014-07-31,다산,29.7,8.8,281.0,8.3,9.4,3.3,1.368,0.025,,0.589,0.01,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
2014-08-01,다산,29.5,8.8,282.0,8.3,10.1,3.2,1.084,0.025,,0.602,0.011,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
2014-08-02,다산,29.3,8.8,286.0,7.9,17.0,3.2,,0.024,,0.58,0.01,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,
2014-08-03,다산,28.7,8.7,281.0,7.3,24.5,3.2,0.985,0.027,,0.643,0.015,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2014-08-04,다산,27.9,8.4,275.0,6.7,18.0,3.2,0.879,0.035,,0.663,0.024,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2014-08-05,다산,28.5,8.4,289.0,7.5,21.7,3.4,1.242,,,0.625,,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
2014-08-06,다산,29.2,8.6,304.0,9.2,29.5,3.7,1.466,,,0.567,,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
2014-08-07,다산,28.7,8.5,305.0,9.9,65.2,4.5,2.335,,,0.605,,310.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2014-08-08,다산,27.4,7.8,292.0,7.6,21.8,3.1,1.456,,,0.69,,76.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2014-08-09,다산,26.7,7.5,260.0,7.5,15.3,2.7,1.423,0.025,,0.718,0.01,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2014-08-10,다산,26.6,7.4,238.0,8.3,14.2,2.6,1.577,0.027,0.012,0.728,0.015,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2014-08-11,다산,26.7,7.4,238.0,8.7,20.8,2.7,1.614,0.023,0.012,0.645,,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
2014-08-12,다산,27.3,7.6,226.0,9.7,24.5,3.1,1.749,0.025,0.018,0.648,0.016,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2014-08-13,다산,27.1,7.9,223.0,10.1,13.5,3.5,1.474,0.034,0.018,0.738,0.011,107.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2014-08-14,다산,26.2,7.4,228.0,8.1,11.5,2.7,1.295,0.022,0.018,0.819,0.007,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-15,다산,26.0,7.4,225.0,7.5,12.6,2.6,1.238,0.02,0.008,0.76,0.011,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-16,다산,26.5,7.7,221.0,8.5,13.7,2.6,1.193,0.02,0.008,0.701,0.008,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2014-08-17,다산,26.6,8.0,213.0,9.2,21.1,2.8,1.22,0.018,0.012,0.753,0.005,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-18,다산,25.2,7.5,206.0,7.6,35.0,3.2,1.547,0.029,0.019,0.839,,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-19,다산,24.1,7.3,187.0,7.6,46.8,4.0,2.248,0.039,0.026,0.84,,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-20,다산,23.5,7.1,189.0,7.9,34.8,4.4,2.411,0.061,0.021,,0.05,10.9,,,,,,,,,,,,,,,,0.0
2014-08-21,다산,22.9,7.0,164.0,8.3,45.0,5.5,2.402,0.067,,,0.058,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-22,다산,23.3,6.9,150.0,8.7,50.7,6.1,2.61,0.069,,1.26,0.058,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2014-08-23,다산,23.9,6.8,149.0,9.3,38.9,6.0,2.6,0.072,,1.365,0.042,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
2014-08-24,다산,24.5,6.9,156.0,,28.9,5.8,2.521,0.075,,1.439,0.02,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
2014-08-25,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-26,다산,23.7,7.0,157.0,8.1,41.0,5.4,2.489,0.085,,1.378,0.041,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
2014-08-27,다산,23.8,7.0,156.0,8.0,29.9,4.9,2.341,0.083,,1.255,0.036,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-28,다산,24.3,7.2,169.0,8.9,19.5,4.1,2.313,0.08,,1.223,0.03,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-29,다산,24.2,7.1,172.0,9.5,18.8,4.3,2.242,0.078,,1.129,0.049,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-30,다산,24.3,7.3,174.0,11.5,18.3,4.7,2.172,0.064,,0.913,0.045,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-31,다산,24.4,7.6,173.0,15.4,17.9,5.3,2.14,0.062,,0.962,0.037,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-01,다산,24.2,7.5,172.0,12.9,17.2,5.0,2.112,0.058,,1.038,0.032,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-02,다산,24.3,7.9,176.0,8.0,15.7,4.9,2.189,0.057,0.027,1.034,0.029,32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-03,다산,23.9,7.4,179.0,7.8,14.2,4.5,2.133,0.057,0.031,1.031,0.032,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-04,다산,24.1,7.3,185.0,8.3,14.6,4.5,2.095,0.059,0.021,0.925,0.035,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-05,다산,24.8,7.8,193.0,9.2,14.0,4.6,2.123,0.047,0.024,0.825,0.02,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-06,다산,25.3,8.2,198.0,9.8,12.2,4.5,2.229,0.04,0.022,0.826,0.014,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-07,다산,25.0,8.0,203.0,9.7,13.1,4.5,2.303,0.041,0.018,0.824,0.015,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-08,다산,25.6,7.8,209.0,10.0,11.7,4.4,2.243,0.071,,0.696,0.04,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
2014-09-09,다산,26.3,7.8,219.0,11.1,10.5,4.4,2.122,0.077,,0.527,0.044,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
2014-09-10,다산,26.4,8.3,227.0,13.1,10.6,4.7,2.277,0.069,,0.457,0.037,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
2014-09-11,다산,26.1,8.3,229.0,11.7,10.9,4.5,2.282,0.056,,0.488,0.023,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2014-09-12,다산,26.0,8.6,229.0,11.1,10.7,4.8,2.28,0.038,,0.498,0.017,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2014-09-13,다산,25.3,8.1,229.0,9.5,11.8,4.4,2.07,0.037,0.012,0.539,0.018,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-14,다산,25.2,7.7,230.0,8.4,11.3,4.1,1.873,0.037,0.012,0.53,0.025,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2014-09-15,다산,25.2,7.8,229.0,8.8,12.1,4.1,2.175,0.04,0.022,0.533,0.027,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2014-09-16,다산,25.4,7.7,229.0,8.6,10.7,4.0,2.325,0.04,0.018,0.5,0.029,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2014-09-17,다산,25.2,7.8,226.0,9.1,10.6,4.0,,0.036,0.017,0.503,0.026,15.9,,,,,,,,,,,,,,,,0.0
2014-09-18,다산,25.0,7.7,228.0,8.6,10.1,3.8,,0.031,0.02,0.5,0.023,11.5,,,,,,,,,,,,,,,,0.0
2014-09-19,다산,24.5,7.8,228.0,8.3,10.4,3.9,,0.025,0.019,0.489,0.017,13.4,,,,,,,,,,,,,,,,
2014-09-20,다산,24.4,7.6,230.0,8.1,11.5,,,0.03,0.033,0.488,0.021,13.1,,,,,,,,,,,,,,,,
2014-09-21,다산,24.5,7.6,231.0,9.2,,4.0,,0.03,0.018,0.464,0.021,17.9,,,,,,,,,,,,,,,,0.0
2014-09-22,다산,24.5,7.6,229.0,9.0,10.5,3.9,,0.028,0.017,0.577,0.021,12.2,,,,,,,,,,,,,,,,0.0
2014-09-23,다산,24.1,7.5,228.0,8.3,9.6,3.9,,0.029,0.032,0.676,0.023,7.0,,,,,,,,,,,,,,,,0.0
2014-09-24,다산,23.5,7.4,221.0,7.7,15.8,4.1,,0.029,0.029,0.594,0.012,5.3,,,,,,,,,,,,,,,,0.0
2014-09-25,다산,23.2,7.3,267.0,8.2,19.1,3.7,,0.053,0.033,0.632,0.044,4.1,,,,,,,,,,,,,,,,0.0
2014-09-26,다산,23.1,7.3,232.0,8.6,19.9,3.3,,0.062,0.035,0.674,0.053,3.9,,,,,,,,,,,,,,,,0.0
2014-09-27,다산,23.2,7.3,223.0,8.5,18.1,3.3,,0.077,0.035,0.668,0.07,3.3,,,,,,,,,,,,,,,,0.0
2014-09-28,다산,23.7,7.4,223.0,9.1,14.8,3.2,,0.068,0.032,0.643,0.06,4.5,,,,,,,,,,,,,,,,0.0
2014-09-29,다산,23.4,7.3,226.0,9.1,13.8,3.0,,0.048,0.034,0.613,0.038,5.5,,,,,,,,,,,,,,,,0.0
2014-09-30,다산,22.8,7.3,228.0,9.2,15.0,3.0,,0.043,0.014,0.607,0.035,,,,,,,,,,,,,,,,,0.0
2014-10-01,다산,22.7,7.3,230.0,8.9,15.5,3.1,,0.04,0.016,0.595,0.031,,,,,,,,,,,,,,,,,0.0
2014-10-02,다산,22.7,7.3,227.0,9.1,14.1,3.2,,0.036,0.02,0.547,0.027,3.8,,,,,,,,,,,,,,,,0.0
2014-10-03,다산,22.6,7.4,227.0,9.6,13.9,3.4,,0.036,0.032,0.542,0.026,4.7,,,,,,,,,,,,,,,,0.0
2014-10-04,다산,22.2,7.2,229.0,8.5,17.0,3.4,,0.04,,0.554,0.03,4.3,,,,,,,,,,,,,,,,0.0
2014-10-05,다산,21.9,7.3,231.0,8.9,16.8,3.4,,0.047,0.162,0.569,0.032,4.4,,,,,,,,,,,,,,,,0.0
2014-10-06,다산,21.8,7.3,231.0,8.9,17.3,3.6,,0.051,0.149,0.656,0.035,1.1,,,,,,,,,,,,,,,,0.0
2014-10-07,다산,21.5,7.3,230.0,9.3,15.7,3.6,,0.053,0.24,0.748,0.038,1.1,,,,,,,,,,,,,,,,0.0
2014-10-08,다산,21.4,7.4,233.0,9.9,14.4,3.8,,0.051,0.123,0.774,0.037,1.6,,,,,,,,,,,,,,,,0.0
2014-10-09,다산,21.3,7.5,235.0,10.3,14.2,3.7,,0.044,,0.972,0.029,2.3,,,,,,,,,,,,,,,,0.0
2014-10-10,다산,21.1,7.5,235.0,10.2,14.4,3.8,,0.042,,1.042,0.025,2.7,,,,,,,,,,,,,,,,0.0
2014-10-11,다산,20.8,7.6,236.0,9.7,14.6,3.8,,0.044,,0.995,0.029,2.0,,,,,,,,,,,,,,,,0.0
2014-10-12,다산,20.7,7.5,235.0,9.3,13.0,3.9,,0.047,,1.068,0.032,1.9,,,,,,,,,,,,,,,,0.0
2014-10-13,다산,20.4,7.5,234.0,9.0,13.7,4.0,,0.05,,0.96,0.036,1.8,,,,,,,,,,,,,,,,0.0
2014-10-14,다산,20.4,7.5,231.0,9.4,13.1,4.3,,0.049,,0.833,0.034,1.8,,,,,,,,,,,,,,,,0.0
2014-10-15,다산,19.9,7.5,230.0,9.4,11.6,4.2,,0.048,,0.786,0.031,2.1,,,,,,,,,,,,,,,,0.0
2014-10-16,다산,19.5,7.5,230.0,9.7,11.6,4.0,,0.048,,0.799,0.03,2.3,,,,,,,,,,,,,,,,0.0
2014-10-17,다산,19.1,7.4,230.0,9.2,12.4,3.9,,0.05,,,0.031,2.1,,,,,,,,,,,,,,,,0.0
2014-10-18,다산,19.1,7.7,229.0,10.5,11.8,4.2,,0.045,,0.689,0.026,2.7,,,,,,,,,,,,,,,,0.0
2014-10-19,다산,18.8,7.6,229.0,10.3,11.1,,,0.044,0.034,0.727,0.024,2.6,,,,,,,,,,,,,,,,0.0
2014-10-20,다산,18.8,7.9,227.0,10.5,10.3,,,0.045,0.039,0.835,0.028,3.6,,,,,,,,,,,,,,,,0.0
2014-10-21,다산,18.6,7.6,228.0,8.5,11.1,,,0.051,0.035,0.91,0.038,2.2,,,,,,,,,,,,,,,,0.0
2014-10-22,다산,18.0,7.8,248.0,9.5,20.3,,,0.045,0.046,1.021,0.034,4.1,,,,,,,,,,,,,,,,0.0
2014-10-23,다산,17.4,7.9,236.0,9.9,17.6,,,0.023,0.04,1.037,0.016,2.6,,,,,,,,,,,,,,,,0.0
2014-10-24,다산,17.3,7.8,241.0,9.8,16.7,2.9,,0.027,0.029,0.994,0.021,1.7,,,,,,,,,,,,,,,,0.0
2014-10-25,다산,17.1,7.8,234.0,10.3,16.0,3.0,,0.035,0.031,0.955,0.029,1.8,,,,,,,,,,,,,,,,0.0
2014-10-26,다산,17.2,7.8,231.0,10.4,13.5,3.1,,0.041,0.039,0.929,0.035,1.7,,,,,,,,,,,,,,,,0.0
2014-10-27,다산,16.9,7.6,229.0,10.4,13.2,3.2,,0.042,,0.783,0.037,1.9,,,,,,,,,,,,,,,,0.0
2014-10-28,다산,16.6,7.4,228.0,10.1,13.3,3.1,,0.042,,0.853,0.034,22.2,,,,,,,,,,,,,,,,0.0
2014-10-29,다산,16.5,7.5,226.0,10.2,12.9,3.3,,0.042,0.034,0.983,0.031,25.1,,,,,,,,,,,,,,,,0.0
2014-10-30,다산,16.3,7.4,221.0,10.0,12.4,3.5,,0.038,0.04,0.944,0.026,26.3,,,,,,,,,,,,,,,,0.0
2014-10-31,다산,15.9,7.2,214.0,9.8,13.1,3.5,,0.044,0.028,0.951,0.034,20.8,,,,,,,,,,,,,,,,0.0
2014-11-01,다산,15.7,7.1,199.0,9.4,16.7,3.7,,0.056,0.034,0.94,0.051,13.0,,,,,,,,,,,,,,,,0.0
2014-11-02,다산,15.4,7.0,193.0,9.5,18.7,4.1,,0.064,0.035,0.969,0.058,12.1,,,,,,,,,,,,,,,,0.0
2014-11-03,다산,14.9,7.1,206.0,10.2,15.9,4.2,,0.065,,0.937,0.05,17.1,,,,,,,,,,,,,,,,0.0
2014-11-04,다산,14.8,7.2,205.0,10.7,12.7,4.5,,0.052,,0.912,0.032,25.1,,,,,,,,,,,,,,,,0.0
2014-11-05,다산,14.4,7.3,200.0,10.8,11.6,4.3,,0.044,,0.895,0.024,27.7,,,,,,,,,,,,,,,,0.0
2014-11-06,다산,14.4,7.4,193.0,11.1,10.1,4.0,,0.037,,0.895,0.018,31.8,,,,,,,,,,,,,,,,0.0
2014-11-07,다산,14.5,7.6,189.0,11.5,9.2,4.0,,0.034,0.05,0.962,0.013,40.8,,,,,,,,,,,,,,,,0.0
2014-11-08,다산,14.4,7.5,191.0,11.5,9.3,4.1,,0.031,0.113,1.208,0.009,39.7,,,,,,,,,,,,,,,,0.0
2014-11-09,다산,14.3,7.4,195.0,11.9,9.0,6.3,,0.032,0.091,1.221,0.009,38.8,,,,,,,,,,,,,,,,0.0
2014-11-10,다산,14.3,7.5,199.0,12.5,9.5,5.9,,0.029,0.067,1.237,0.006,33.5,,,,,,,,,,,,,,,,0.0
2014-11-11,다산,14.1,7.8,206.0,12.5,9.6,4.6,,0.029,0.005,1.138,0.007,45.1,,,,,,,,,,,,,,,,0.0
2014-11-12,다산,13.7,8.2,211.0,12.5,10.3,3.7,,0.026,0.002,0.997,0.007,56.8,,,,,,,,,,,,,,,,0.0
2014-11-13,다산,13.1,8.3,215.0,12.4,10.7,3.7,,0.027,0.002,0.93,0.006,66.4,,,,,,,,,,,,,,,,0.0
2014-11-14,다산,12.9,8.5,219.0,12.7,10.5,3.8,,0.026,,0.86,0.002,84.1,,,,,,,,,,,,,,,,0.0
2014-11-15,다산,12.6,8.7,222.0,12.9,9.7,3.9,,0.026,0.02,0.888,,96.4,,,,,,,,,,,,,,,,0.0
2014-11-16,다산,12.5,8.8,226.0,12.5,9.4,3.9,,0.026,0.018,0.921,,106.1,,,,,,,,,,,,,,,,0.0
2014-11-17,다산,12.1,9.0,227.0,13.3,9.4,4.1,,,0.029,0.917,,118.0,,,,,,,,,,,,,,,,0.0
2014-11-18,다산,11.8,9.0,229.0,14.2,10.3,4.3,,,0.05,0.918,,134.7,,,,,,,,,,,,,,,,0.0
2014-11-19,다산,11.7,9.0,230.0,14.1,10.5,4.2,,0.03,0.047,0.921,0.013,135.5,,,,,,,,,,,,,,,,0.0
2014-11-20,다산,11.3,9.0,231.0,14.1,9.7,4.1,,0.032,0.036,0.912,0.01,120.6,,,,,,,,,,,,,,,,0.0
2014-11-21,다산,11.3,9.1,233.0,14.4,8.2,4.0,,0.025,0.018,0.903,0.004,87.6,,,,,,,,,,,,,,,,0.0
2014-11-22,다산,11.2,9.1,236.0,13.9,8.8,4.1,,0.019,0.019,1.008,0.003,95.4,,,,,,,,,,,,,,,,0.0
2014-11-23,다산,11.3,9.1,236.0,13.8,8.6,4.4,,0.018,0.019,1.117,0.004,97.3,,,,,,,,,,,,,,,,0.0
2014-11-24,다산,11.1,8.9,237.0,13.1,8.6,4.2,,0.02,0.024,1.147,0.008,94.6,,,,,,,,,,,,,,,,0.0
2014-11-25,다산,11.0,8.9,233.0,12.7,7.2,3.7,,0.022,0.024,1.126,,94.8,,,,,,,,,,,,,,,,0.0
2014-11-26,다산,11.1,9.0,229.0,12.7,8.2,4.2,,0.031,0.029,1.042,0.017,90.9,,,,,,,,,,,,,,,,0.0
2014-11-27,다산,10.9,8.9,232.0,12.4,6.2,4.3,,0.025,0.025,1.021,0.008,93.4,,,,,,,,,,,,,,,,0.0
2014-11-28,다산,10.6,8.6,231.0,11.8,5.0,4.5,,0.027,0.025,,0.006,83.1,,,,,,,,,,,,,,,,0.0
2014-11-29,다산,10.8,8.7,234.0,12.6,4.3,4.8,,0.026,0.037,1.232,0.005,85.5,,,,,,,,,,,,,,,,0.0
2014-11-30,다산,10.8,8.8,239.0,12.8,3.9,4.5,,0.025,0.051,,0.004,93.0,,,,,,,,,,,,,,,,0.0
2014-12-01,다산,10.5,8.7,240.0,12.4,5.4,3.9,,0.024,0.043,,0.004,106.1,,,,,,,,,,,,,,,,0.0
2014-12-02,다산,9.8,8.7,237.0,12.3,5.9,3.4,,0.023,0.037,,0.004,104.5,,,,,,,,,,,,,,,,0.0
2014-12-03,다산,9.3,8.8,233.0,12.5,5.4,3.3,,0.017,0.039,1.424,0.006,102.6,,,,,,,,,,,,,,,,0.0
2014-12-04,다산,9.0,8.7,235.0,12.5,5.6,3.2,,0.016,0.037,1.573,0.006,97.2,,,,,,,,,,,,,,,,0.0
2014-12-05,다산,8.2,8.7,233.0,12.4,5.5,3.2,,0.017,0.048,1.51,0.006,94.7,,,,,,,,,,,,,,,,0.0
2014-12-06,다산,7.7,8.7,231.0,12.1,5.5,3.3,,0.018,0.069,1.377,0.005,98.9,,,,,,,,,,,,,,,,0.0
2014-12-07,다산,7.4,8.8,231.0,11.5,4.6,3.4,,0.018,0.133,1.566,0.005,101.6,,,,,,,,,,,,,,,,0.0
2014-12-08,다산,7.0,8.8,233.0,,3.8,3.3,,0.017,0.143,1.531,0.006,98.0,,,,,,,,,,,,,,,,0.0
2014-12-09,다산,6.7,8.8,235.0,11.5,3.5,3.2,,0.013,0.112,1.366,0.008,99.5,,,,,,,,,,,,,,,,0.0
2014-12-10,다산,6.6,8.9,236.0,12.0,2.8,3.2,,0.012,0.017,1.427,0.008,99.4,,,,,,,,,,,,,,,,0.0
2014-12-11,다산,6.4,8.9,237.0,12.2,3.0,3.2,,0.013,0.017,1.548,0.008,101.7,,,,,,,,,,,,,,,,0.0
2014-12-12,다산,6.2,8.9,239.0,12.3,3.3,3.3,,0.014,0.019,1.511,0.007,101.2,,,,,,,,,,,,,,,,0.0
2014-12-13,다산,5.8,9.0,243.0,12.3,3.1,3.3,,0.013,0.019,1.476,0.007,100.4,,,,,,,,,,,,,,,,0.0
2014-12-14,다산,5.5,9.0,247.0,12.3,2.7,3.4,,0.013,0.072,1.445,0.008,96.6,,,,,,,,,,,,,,,,0.0
2014-12-15,다산,5.3,8.9,251.0,12.2,2.5,3.8,,0.013,0.152,1.552,0.008,65.4,,,,,,,,,,,,,,,,0.0
2014-12-16,다산,5.0,8.9,255.0,12.0,2.2,3.9,,0.013,0.094,1.592,0.008,61.6,,,,,,,,,,,,,,,,0.0
2014-12-17,다산,4.3,8.9,259.0,12.0,2.4,3.7,,0.014,0.022,1.405,0.008,60.6,,,,,,,,,,,,,,,,0.0
2014-12-18,다산,3.7,8.8,262.0,12.1,2.3,3.9,,0.014,0.022,1.293,0.009,59.0,,,,,,,,,,,,,,,,0.0
