,측정소명,수온,수소이온농도,전기전도도,용존산소,탁도,총유기탄소,총질소,총인,암모니아성질소,질산성질소,인산염인,클로로필,염화메틸렌,트리클로로에테인,사염화탄소,트리클로로에틸렌,테트라클로로에틸렌,벤젠,톨루엔,에틸벤젠,자일렌,자일렌,염화메틸렌,트리클로로에테인,사염화탄소,트리클로로에틸렌,테트라클로로에틸렌,페놀
2012-07-01,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-02,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-03,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-04,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-05,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-06,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-07,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-08,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-09,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-10,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-11,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-12,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-13,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-14,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-15,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-16,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-17,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-18,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-19,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-20,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-21,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-22,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-23,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-24,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-25,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-26,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-27,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-28,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-29,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-30,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-31,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-01,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-02,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-03,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-04,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-05,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-06,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-07,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-08,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-09,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-10,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-11,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-12,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-13,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-14,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-15,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-16,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-17,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-18,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-19,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-20,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-21,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-22,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-23,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-24,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-25,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-26,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-27,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-28,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-29,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-30,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-31,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-01,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-02,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-03,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-04,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-05,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-06,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-07,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-08,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-10,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-11,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-12,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-13,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-14,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-15,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-17,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-18,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-19,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-20,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-21,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-22,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-23,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-24,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-25,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-26,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-27,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-28,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-29,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-01,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-02,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-03,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-04,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-05,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-06,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-08,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-09,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-10,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-11,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-12,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-13,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-14,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-15,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-16,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-17,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-18,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-19,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-20,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-21,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-22,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-23,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-24,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-25,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-26,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-27,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-28,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-29,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-30,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-31,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-01,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-02,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-03,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-04,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-05,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-06,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-07,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-08,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-09,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-10,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-11,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-12,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-13,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-14,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-15,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-16,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-17,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-18,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-19,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-20,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-21,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-22,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-23,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-24,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-25,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-26,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-27,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-28,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-29,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-30,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-01,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-02,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-03,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-04,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-05,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-06,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-07,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-08,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-09,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-10,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-11,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-12,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-13,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-14,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-15,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-16,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-17,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-18,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-19,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-20,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-21,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-22,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-23,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-24,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-25,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-26,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-27,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-28,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-29,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-30,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-01,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-02,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-03,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-04,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-05,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-06,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-07,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-08,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-09,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-10,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-11,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-12,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-13,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-14,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-15,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-16,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-17,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-18,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-19,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-20,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-21,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-22,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-23,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-24,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-25,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-26,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-27,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-28,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-29,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-30,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-31,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-01,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-02,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-03,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-04,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-05,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-06,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-07,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-08,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-09,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-10,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-11,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-12,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-13,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-14,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-15,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-16,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-17,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-18,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-19,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-20,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-21,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-22,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-23,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-24,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-25,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-26,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-27,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-28,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-01,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-02,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-03,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-04,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-05,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-06,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-07,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-08,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-09,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-10,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-11,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-12,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-13,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-14,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-15,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-16,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-17,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-18,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-19,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-20,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-21,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-22,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-23,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-24,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-25,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-26,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-27,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-28,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-29,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-30,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,다산,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-01,다산,11.3,8.3,239.0,11.3,19.4,2.9,,0.021,,2.062,0.012,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2013-04-02,다산,11.5,8.3,240.0,11.9,19.5,2.6,,0.021,,2.378,0.016,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2013-04-03,다산,12.0,8.3,242.0,11.8,18.7,2.4,,0.024,,2.159,0.018,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-04,다산,12.3,8.2,247.0,11.6,21.6,2.5,3.365,0.024,,2.125,0.017,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-05,다산,12.6,8.3,250.0,11.5,17.3,,3.532,0.024,,2.067,0.012,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-06,다산,12.7,8.2,253.0,11.1,17.0,,3.454,0.025,,2.018,0.012,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2013-04-07,다산,12.5,8.0,256.0,10.4,17.6,3.2,3.283,0.025,,1.964,0.012,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-08,다산,12.8,7.8,257.0,10.1,18.9,3.2,3.097,0.025,,1.915,0.015,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-09,다산,12.7,7.9,253.0,9.8,19.4,3.2,3.098,0.024,,1.914,0.015,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-10,다산,12.6,8.0,252.0,,18.8,3.1,3.016,,,2.01,,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-11,다산,12.6,8.1,250.0,,19.3,,2.987,0.03,0.111,2.023,0.021,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-12,다산,12.8,8.2,246.0,,18.5,,,0.029,0.115,1.997,0.019,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-13,다산,12.6,8.1,241.0,10.3,18.0,,,0.027,0.118,2.021,0.016,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2013-04-14,다산,12.9,8.2,233.0,10.6,19.0,,,0.028,0.118,2.045,0.015,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2013-04-15,다산,12.9,8.2,228.0,11.0,18.6,1.9,,0.028,0.12,2.068,0.014,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-16,다산,12.7,8.2,214.0,11.7,19.3,2.1,,,,,,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,
2013-04-17,다산,12.8,8.1,208.0,11.4,18.9,1.8,2.647,,,,,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,
2013-04-18,다산,13.5,8.1,209.0,11.4,18.7,1.9,2.724,,,,,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,
2013-04-19,다산,13.2,8.1,209.0,,19.1,1.8,2.66,,,,,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,
2013-04-20,다산,12.8,8.0,211.0,,18.9,1.6,2.541,0.022,0.122,1.946,0.015,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2013-04-21,다산,13.1,8.1,213.0,,19.5,1.5,2.289,0.023,0.125,1.918,0.015,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2013-04-22,다산,13.3,8.1,214.0,,19.4,1.7,2.601,0.022,0.128,1.847,0.015,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
2013-04-23,다산,13.2,8.3,217.0,11.1,18.5,2.0,2.68,0.025,0.121,1.814,0.016,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,
2013-04-24,다산,13.8,8.2,231.0,11.0,27.7,2.0,2.638,0.029,0.102,1.804,0.019,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,
2013-04-25,다산,14.2,8.4,235.0,11.3,22.5,2.0,2.608,0.031,0.098,1.749,0.019,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,
2013-04-26,다산,14.1,8.3,239.0,10.7,21.6,1.7,2.667,0.028,0.089,1.827,0.018,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,
2013-04-27,다산,14.4,8.2,244.0,10.5,20.6,1.5,2.893,0.028,0.077,1.861,0.015,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,
2013-04-28,다산,14.4,8.1,249.0,10.1,19.6,1.5,2.986,0.027,0.077,1.893,0.012,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,
2013-04-29,다산,14.9,8.1,256.0,,18.7,1.6,2.745,0.024,0.077,1.911,0.007,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,
