,prediction,유해남조류세포수_Y
2021-08-31,276.5473,501.6666666666667
2021-09-06,337.76697,465.2857142857143
2021-09-13,365.14902,633.7
2021-09-23,208.22073,1185.5
2021-09-27,466.52466,3590.375
2021-10-05,337.03946,720.8571428571429
2021-10-12,2329.6658,986.6666666666666
2021-10-18,463.78793,265.2857142857143
2021-10-25,191.9491,520.8571428571429
2021-11-01,917.01746,2291.8571428571427
2021-11-08,140.0989,493.0
2021-11-15,863.51294,284.0
2021-11-23,477.28873,869.6666666666666
2021-11-29,85.95071,1336.857142857143
2021-12-06,121.20593,559.0
2021-12-13,2140.3918,62.57142857142857
2021-12-20,135.61523,2.2857142857142856
2021-12-27,155.60504,16.0
