,ÃøÁ¤¼Ò¸í,¼ö¿Â,¼ö¼ÒÀÌ¿Â³óµµ,Àü±âÀüµµµµ,¿ëÁ¸»ê¼Ò,ÃÑÀ¯±âÅº¼Ò,ÃÑÁú¼Ò,ÃÑÀÎ,Å¬·Î·ÎÇÊ,¿°È­¸ÞÆ¿·»,Æ®¸®Å¬·Î·Î¿¡Å×ÀÎ,»ç¿°È­Åº¼Ò,Æ®¸®Å¬·Î·Î¿¡Æ¿·»,Å×Æ®¶óÅ¬·Î·Î¿¡Æ¿·»,º¥Á¨,Åç·ç¿£,¿¡Æ¿º¥Á¨,ÀÚÀÏ·»,ÀÚÀÏ·»,¿°È­¸ÞÆ¿·»,Æ®¸®Å¬·Î·Î¿¡Å×ÀÎ,»ç¿°È­Åº¼Ò,Æ®¸®Å¬·Î·Î¿¡Æ¿·»,Å×Æ®¶óÅ¬·Î·Î¿¡Æ¿·»
2013-01-06,¿ëºÀ,3.7,6.9,411.0,8.8,2.7,,,7.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-07,¿ëºÀ,3.5,6.9,397.0,9.3,2.5,,,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-08,¿ëºÀ,3.7,7.0,394.0,9.8,2.7,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-09,¿ëºÀ,3.7,7.0,407.0,9.8,3.0,,,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-10,¿ëºÀ,3.5,7.0,417.0,9.9,3.4,,,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-11,¿ëºÀ,3.5,7.0,419.0,9.5,3.3,,,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-12,¿ëºÀ,3.8,7.0,400.0,9.6,3.5,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-13,¿ëºÀ,4.0,7.0,392.0,10.1,3.2,,,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-14,¿ëºÀ,4.1,7.0,400.0,10.1,3.1,,,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-15,¿ëºÀ,4.2,7.0,405.0,10.3,3.6,,,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-16,¿ëºÀ,4.5,7.0,416.0,10.3,3.4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-17,¿ëºÀ,4.7,7.0,426.0,9.9,3.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-18,¿ëºÀ,4.5,7.0,427.0,9.7,3.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-19,¿ëºÀ,4.6,7.0,420.0,10.3,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-20,¿ëºÀ,5.0,7.0,420.0,10.8,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-21,¿ëºÀ,5.5,7.1,417.0,10.8,3.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-22,¿ëºÀ,5.5,7.0,409.0,9.6,4.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-23,¿ëºÀ,6.1,7.0,388.0,8.2,4.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-24,¿ëºÀ,5.9,6.9,374.0,6.2,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-25,¿ëºÀ,5.1,7.0,340.0,7.6,4.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-26,¿ëºÀ,4.6,7.1,331.0,9.3,4.4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-27,¿ëºÀ,4.3,7.1,338.0,9.5,3.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.2
2013-01-28,¿ëºÀ,4.1,7.2,330.0,11.4,3.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1
2013-01-29,¿ëºÀ,4.4,7.2,315.0,12.5,3.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1
2013-01-30,¿ëºÀ,5.2,7.2,298.0,12.9,3.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2013-01-31,¿ëºÀ,5.7,7.2,323.0,11.7,3.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2013-02-01,¿ëºÀ,6.8,7.1,345.0,9.5,4.2,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2013-02-02,¿ëºÀ,8.2,7.1,327.0,7.2,5.2,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2013-02-03,¿ëºÀ,7.9,7.1,274.0,6.5,5.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
2013-02-04,¿ëºÀ,6.8,7.1,257.0,8.8,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-05,¿ëºÀ,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-06,¿ëºÀ,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-07,¿ëºÀ,5.1,7.0,241.0,9.9,4.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-08,¿ëºÀ,4.1,7.0,245.0,9.8,4.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-09,¿ëºÀ,3.2,7.0,242.0,11.3,3.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-10,¿ëºÀ,3.0,7.0,248.0,11.8,3.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-11,¿ëºÀ,3.3,7.0,255.0,11.7,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-12,¿ëºÀ,3.5,6.9,268.0,10.3,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-13,¿ëºÀ,4.2,6.9,277.0,9.0,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-14,¿ëºÀ,4.6,7.0,265.0,9.8,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-15,¿ëºÀ,5.1,7.0,267.0,9.8,2.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-16,¿ëºÀ,5.3,7.0,274.0,9.4,2.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-17,¿ëºÀ,5.3,7.0,271.0,10.0,2.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-18,¿ëºÀ,5.5,7.0,278.0,10.0,2.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-19,¿ëºÀ,5.2,7.0,279.0,9.8,2.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-20,¿ëºÀ,4.7,7.1,252.0,10.1,3.0,,,,,,,,,,,,,,,,,,
2013-02-21,¿ëºÀ,5.2,7.1,266.0,9.3,3.3,,,,,,,,,,,,,,,,,,
2013-02-22,¿ëºÀ,5.6,7.1,262.0,8.5,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
2013-02-23,¿ëºÀ,5.7,7.1,259.0,9.6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2013-02-24,¿ëºÀ,6.2,7.1,247.0,10.6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-25,¿ëºÀ,7.1,7.1,237.0,10.6,,,,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-26,¿ëºÀ,6.9,7.1,242.0,10.1,3.0,,,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-27,¿ëºÀ,7.6,7.1,278.0,9.1,3.0,,,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-28,¿ëºÀ,8.4,7.1,264.0,8.9,3.0,,,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,¿ëºÀ,8.6,7.1,259.0,9.0,3.2,,,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-02,¿ëºÀ,8.4,7.1,264.0,9.3,3.3,,,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-03,¿ëºÀ,8.2,7.3,258.0,11.3,2.9,,,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-04,¿ëºÀ,8.4,7.4,266.0,13.3,3.0,,,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-05,¿ëºÀ,9.4,7.7,286.0,15.0,3.7,,,52.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-06,¿ëºÀ,9.5,7.8,301.0,14.7,3.6,,,71.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-07,¿ëºÀ,9.6,7.5,326.0,12.6,4.7,,,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-08,¿ëºÀ,10.2,7.5,348.0,13.0,4.3,,,100.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-09,¿ëºÀ,11.0,7.5,352.0,13.0,3.6,,,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-10,¿ëºÀ,11.0,7.5,344.0,12.6,3.6,,,115.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-11,¿ëºÀ,11.9,7.9,345.0,14.2,3.8,,,113.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-12,¿ëºÀ,12.3,7.9,359.0,14.2,4.3,,,107.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-13,¿ëºÀ,12.0,7.3,379.0,9.4,4.4,,,107.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-14,¿ëºÀ,12.4,7.3,398.0,7.3,4.8,,,84.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-15,¿ëºÀ,13.2,7.1,336.0,4.6,5.0,,,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-16,¿ëºÀ,13.3,7.1,288.0,5.7,4.8,,,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-17,¿ëºÀ,12.7,7.2,282.0,8.1,3.9,,,52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-18,¿ëºÀ,12.2,6.9,232.0,4.7,3.3,,,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-19,¿ëºÀ,12.4,6.8,189.0,5.3,3.6,,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-20,¿ëºÀ,12.3,6.8,202.0,4.4,4.7,,,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-21,¿ëºÀ,12.1,6.8,205.0,4.6,5.3,,,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-22,¿ëºÀ,11.7,6.8,221.0,4.1,4.8,,,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-23,¿ëºÀ,12.1,6.8,230.0,4.5,4.1,,,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-24,¿ëºÀ,11.6,6.7,240.0,4.9,3.3,,,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-25,¿ëºÀ,11.0,6.7,252.0,4.3,3.3,,,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-26,¿ëºÀ,11.7,6.8,262.0,5.3,3.7,,,30.2,,,,,,,,,,,,,,,
2013-03-27,¿ëºÀ,12.8,6.7,272.0,6.4,4.0,,,42.6,,,,,,,,,,,,,,,
2013-03-28,¿ëºÀ,13.6,6.8,291.0,7.4,3.5,,,62.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-29,¿ëºÀ,12.9,6.8,295.0,6.3,3.3,,,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-30,¿ëºÀ,12.9,6.8,313.0,6.0,3.6,6.519,0.104,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-31,¿ëºÀ,13.3,6.8,328.0,5.8,3.4,6.96,0.096,46.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,¿ëºÀ,13.2,6.8,338.0,4.7,3.4,7.131,0.1,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-02,¿ëºÀ,13.0,6.7,352.0,4.1,4.1,7.771,0.108,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-03,¿ëºÀ,13.4,6.8,353.0,4.4,4.1,7.993,0.098,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-04,¿ëºÀ,14.8,6.8,356.0,6.3,3.2,7.368,0.084,63.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-05,¿ëºÀ,14.4,6.8,375.0,5.7,3.2,7.536,0.08,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0
2013-04-06,¿ëºÀ,14.0,6.8,387.0,4.7,3.7,7.938,0.081,57.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0
2013-04-07,¿ëºÀ,12.9,6.8,376.0,3.7,3.5,7.343,0.087,43.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2013-04-08,¿ëºÀ,12.9,6.8,357.0,4.6,3.2,6.296,0.091,41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-09,¿ëºÀ,12.8,6.8,341.0,5.3,3.3,5.698,0.087,46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2013-04-10,¿ëºÀ,12.3,6.7,332.0,3.7,3.9,5.738,0.107,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-11,¿ëºÀ,12.6,6.7,338.0,3.7,4.4,6.216,0.098,71.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-12,¿ëºÀ,12.8,6.7,337.0,5.3,4.3,5.859,0.065,93.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-13,¿ëºÀ,13.3,6.8,351.0,8.0,3.9,5.778,0.053,114.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-14,¿ëºÀ,13.6,6.8,356.0,7.7,3.9,6.032,0.05,98.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-15,¿ëºÀ,13.9,6.9,370.0,8.8,4.0,6.452,0.044,82.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-16,¿ëºÀ,14.8,6.8,383.0,6.9,4.6,7.448,0.066,65.9,,,,,,,,,,,,,,,
2013-04-17,¿ëºÀ,16.2,6.7,389.0,5.8,5.3,8.451,0.075,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-18,¿ëºÀ,16.6,6.7,420.0,5.7,4.6,9.146,0.06,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-19,¿ëºÀ,17.0,6.7,437.0,5.6,4.8,8.93,0.063,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-20,¿ëºÀ,16.3,6.7,417.0,4.1,4.9,7.405,0.062,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-21,¿ëºÀ,15.9,6.7,403.0,2.8,4.5,5.275,0.072,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-22,¿ëºÀ,16.5,6.7,416.0,3.3,4.4,4.493,0.087,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-23,¿ëºÀ,16.1,6.7,424.0,3.3,4.8,4.286,0.089,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-24,¿ëºÀ,15.8,6.8,414.0,1.4,5.0,4.091,0.162,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-25,¿ëºÀ,15.8,6.8,409.0,1.4,5.4,,0.175,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-26,¿ëºÀ,15.6,6.8,376.0,1.2,5.2,,0.162,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-27,¿ëºÀ,16.1,6.8,351.0,0.9,5.0,,0.215,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-28,¿ëºÀ,16.1,6.8,344.0,0.7,4.9,,0.236,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-29,¿ëºÀ,16.4,6.7,343.0,1.3,4.5,,0.203,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-30,¿ëºÀ,16.9,6.7,368.0,2.1,4.5,,0.164,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,¿ëºÀ,17.8,6.7,389.0,3.4,4.8,6.048,0.161,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-02,¿ëºÀ,17.9,6.7,393.0,4.1,4.6,6.595,0.136,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-03,¿ëºÀ,18.2,6.6,368.0,6.6,4.7,6.211,0.131,61.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-04,¿ëºÀ,18.3,6.6,346.0,7.4,5.1,5.272,0.138,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-05,¿ëºÀ,18.9,6.9,344.0,9.9,4.9,4.81,0.138,95.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-06,¿ëºÀ,20.0,7.7,345.0,13.1,5.1,4.547,0.145,161.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-07,¿ëºÀ,20.7,7.9,348.0,13.6,5.6,3.693,0.179,147.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-08,¿ëºÀ,21.3,8.0,355.0,13.7,6.1,3.617,0.25,216.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-09,¿ëºÀ,20.6,7.4,371.0,10.2,6.7,6.569,0.152,157.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-10,¿ëºÀ,19.5,6.9,387.0,4.8,6.1,7.093,0.133,73.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-11,¿ëºÀ,21.0,6.9,396.0,5.7,6.3,7.825,0.151,53.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-12,¿ëºÀ,21.1,6.8,373.0,4.7,5.8,6.408,0.194,35.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-13,¿ëºÀ,21.7,6.9,344.0,4.7,5.7,4.936,0.288,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-14,¿ëºÀ,22.0,6.9,331.0,5.5,5.6,5.025,0.274,72.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
2013-05-15,¿ëºÀ,23.3,6.9,320.0,7.3,6.0,5.592,0.215,70.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0
2013-05-16,¿ëºÀ,24.0,7.0,317.0,7.3,5.5,4.612,0.207,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0
2013-05-17,¿ëºÀ,23.7,6.9,324.0,6.6,5.4,4.965,0.157,64.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0
2013-05-18,¿ëºÀ,23.5,6.9,338.0,7.6,5.3,5.317,0.152,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
