,측정소명,수온,수소이온농도,전기전도도,용존산소,탁도,총유기탄소,클로로필,염화메틸렌,트리클로로에테인,사염화탄소,트리클로로에틸렌,테트라클로로에틸렌,벤젠,톨루엔,에틸벤젠,자일렌,자일렌,염화메틸렌,트리클로로에테인,사염화탄소,트리클로로에틸렌,테트라클로로에틸렌,페놀
2016-08-23,해평,31.1,8.2,247.0,6.7,4.6,2.7,56.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-08-24,해평,30.9,7.9,253.0,5.9,4.0,2.5,45.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-08-25,해평,30.4,7.9,252.0,5.9,3.8,2.5,47.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-08-26,해평,29.5,8.4,243.0,6.7,4.3,2.8,65.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-08-27,해평,28.9,8.4,245.0,7.3,4.6,2.7,84.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-08-28,해평,27.8,8.3,245.0,6.8,5.0,2.6,83.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-08-29,해평,27.1,8.0,246.0,6.7,6.0,2.5,65.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-08-30,해평,26.7,7.6,245.0,6.9,6.5,2.5,48.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-08-31,해평,26.0,7.3,242.0,6.8,6.2,2.4,31.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-01,해평,26.3,7.2,238.0,6.9,5.1,2.3,18.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-02,해평,25.3,7.1,,7.0,6.1,2.2,17.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-03,해평,25.0,7.1,258.0,7.6,6.8,2.3,14.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-04,해평,25.6,7.2,255.0,8.2,9.3,2.3,16.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-05,해평,25.3,7.2,253.0,7.9,7.5,2.3,13.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-06,해평,25.0,7.1,259.0,7.2,5.0,2.3,7.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-07,해평,25.0,7.2,276.0,7.3,7.7,2.5,9.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-08,해평,25.0,7.4,287.0,7.7,6.3,2.7,10.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-09,해평,24.8,7.4,290.0,7.4,4.8,2.8,11.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-10,해평,24.9,7.4,288.0,7.1,4.4,2.9,14.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-11,해평,25.1,7.4,288.0,7.1,4.1,2.8,13.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-12,해평,24.8,7.3,283.0,6.8,4.6,2.8,10.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-13,해평,24.8,7.4,285.0,7.2,4.6,2.7,4.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-14,해평,25.1,7.3,287.0,7.2,4.3,2.7,5.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-15,해평,25.0,7.3,287.0,7.1,4.2,2.7,5.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-16,해평,25.0,7.2,288.0,6.8,3.8,2.7,6.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-17,해평,23.7,7.0,261.0,6.5,39.8,3.2,7.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-18,해평,22.1,6.8,211.0,7.3,96.0,5.1,6.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-19,해평,21.3,6.8,202.0,7.3,40.8,4.2,3.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-20,해평,21.0,6.9,206.0,7.4,24.3,3.8,2.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-21,해평,21.1,7.0,195.0,7.9,18.0,3.7,2.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2016-09-22,해평,21.2,7.0,201.0,7.6,14.8,,2.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2016-09-23,해평,21.8,7.0,203.0,7.7,13.6,,2.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-24,해평,22.4,7.1,200.0,8.0,14.6,,2.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-25,해평,22.0,7.1,201.0,8.1,13.3,,4.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-26,해평,21.9,7.1,202.0,7.6,11.0,,5.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-27,해평,22.7,7.1,205.0,6.6,9.2,,7.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-28,해평,23.1,7.1,205.0,6.5,7.9,4.6,5.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-29,해평,22.4,7.0,212.0,6.0,6.6,4.3,4.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-09-30,해평,21.4,7.1,213.0,6.4,8.0,4.2,5.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-01,해평,21.1,7.0,216.0,6.7,7.2,4.0,4.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-02,해평,21.7,7.1,219.0,7.1,6.3,3.8,4.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-03,해평,22.3,7.1,230.0,6.7,6.3,3.4,3.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-04,해평,22.3,7.0,225.0,6.5,13.6,3.4,2.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-05,해평,21.5,7.1,223.0,7.4,32.7,3.4,2.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-06,해평,,,,,,,,,,,,,,,,,,,,,,,
2016-10-07,해평,21.0,7.3,222.0,7.8,18.9,2.7,1.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-08,해평,20.5,7.2,234.0,7.7,26.9,2.7,1.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-09,해평,19.3,7.1,191.0,8.1,34.9,3.4,1.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-10,해평,19.4,7.3,213.0,8.3,16.9,3.0,2.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-11,해평,19.3,7.3,226.0,7.9,13.7,3.3,4.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-12,해평,19.3,7.3,226.0,8.1,15.3,3.5,4.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-13,해평,19.3,7.4,225.0,8.5,14.1,3.5,7.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-14,해평,19.1,7.4,226.0,9.1,12.6,3.5,7.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-15,해평,19.2,7.4,229.0,9.0,11.5,3.4,6.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-16,해평,19.0,7.4,228.0,8.9,11.0,3.4,8.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-17,해평,19.1,7.3,228.0,8.6,10.5,3.3,6.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-18,해평,19.3,7.2,223.0,8.4,9.7,3.2,2.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-19,해평,19.5,7.2,224.0,8.4,8.7,3.1,3.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-20,해평,19.2,7.2,221.0,8.6,7.7,3.2,3.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-21,해평,19.0,7.2,222.0,8.8,6.7,3.0,3.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-22,해평,18.9,7.2,218.0,8.6,7.0,2.9,3.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-23,해평,18.5,7.1,222.0,8.1,7.0,2.8,3.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-24,해평,18.2,7.1,220.0,8.9,7.3,2.7,3.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-25,해평,18.1,7.1,226.0,10.3,8.4,2.5,3.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-26,해평,17.8,7.1,223.0,10.3,7.6,2.6,5.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-10-27,해평,17.7,7.2,224.0,10.0,7.8,2.6,6.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2016-10-28,해평,17.6,7.2,229.0,9.3,8.3,2.6,9.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2016-10-29,해평,17.1,7.3,235.0,9.3,8.6,2.6,14.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2016-10-30,해평,16.5,7.3,238.0,9.8,8.4,2.5,18.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2016-10-31,해평,16.0,7.3,241.0,9.9,8.1,2.3,22.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2016-11-01,해평,15.1,7.3,245.0,10.1,7.7,2.4,23.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2016-11-02,해평,14.6,7.5,248.0,10.3,7.7,2.4,31.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2016-11-03,해평,14.6,7.6,249.0,10.4,8.7,2.4,37.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2016-11-04,해평,14.8,7.9,253.0,11.3,9.4,2.4,42.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2016-11-05,해평,15.0,7.9,256.0,11.4,9.6,2.2,43.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-06,해평,14.7,7.9,259.0,10.8,9.8,2.0,55.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-07,해평,14.9,8.1,259.0,11.1,9.9,2.1,52.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-08,해평,14.8,8.1,266.0,11.7,9.2,2.2,38.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-09,해평,13.5,8.1,270.0,12.5,8.4,2.4,38.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-10,해평,13.4,8.1,271.0,12.5,7.6,2.3,37.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-11,해평,13.6,8.0,272.0,12.2,6.7,2.2,35.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-12,해평,13.6,7.9,276.0,13.7,6.0,2.0,35.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-13,해평,13.6,7.9,276.0,,5.4,2.0,30.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-14,해평,13.9,7.9,278.0,,4.6,1.9,17.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-15,해평,13.7,7.7,281.0,11.6,3.7,1.8,9.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-16,해평,12.9,7.7,281.0,11.8,3.1,1.8,8.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-17,해평,12.8,7.6,281.0,11.8,2.8,1.7,5.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-18,해평,12.6,7.6,280.0,12.3,2.5,1.7,4.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-19,해평,13.0,7.5,281.0,12.0,2.4,1.7,4.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-20,해평,13.7,7.4,284.0,11.7,2.3,1.7,4.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-21,해평,13.1,7.4,281.0,11.4,2.0,1.7,3.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-22,해평,12.3,7.3,279.0,10.7,2.1,1.7,2.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-23,해평,11.1,7.6,265.0,10.6,3.1,1.9,4.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2016-11-24,해평,9.9,7.6,266.0,11.0,3.1,1.9,7.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-25,해평,9.7,7.6,265.0,11.2,2.7,1.9,8.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-26,해평,9.3,7.5,263.0,11.5,2.6,1.9,9.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-27,해평,9.3,7.4,261.0,11.1,2.4,2.0,11.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-28,해평,9.6,7.4,261.0,10.8,2.2,2.0,8.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-29,해평,9.4,7.4,263.0,11.4,2.1,2.0,5.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-11-30,해평,9.4,7.4,263.0,11.3,2.0,1.9,4.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-01,해평,9.5,7.3,263.0,11.1,1.9,1.9,3.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
2016-12-02,해평,8.8,7.2,262.0,11.6,2.0,1.9,5.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-03,해평,8.6,7.1,261.0,12.1,2.0,2.0,7.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-04,해평,8.5,7.1,262.0,12.0,1.8,1.9,8.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-05,해평,8.8,7.1,262.0,11.7,2.3,1.9,6.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-06,해평,8.4,7.1,265.0,11.8,2.4,1.9,6.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-07,해평,7.3,7.0,267.0,11.8,2.5,2.0,13.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-08,해평,7.5,7.0,267.0,11.8,2.3,1.9,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-09,해평,8.0,7.1,269.0,11.7,2.4,1.8,9.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-10,해평,7.6,7.1,271.0,11.8,2.4,1.7,12.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-11,해평,7.1,7.1,269.0,11.8,2.4,1.8,16.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-12,해평,7.1,7.1,268.0,11.4,2.3,1.9,17.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-13,해평,7.5,7.1,269.0,11.9,2.3,1.8,16.2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-14,해평,7.3,7.1,272.0,12.1,2.3,1.8,14.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-15,해평,6.6,7.1,273.0,12.4,2.4,1.9,12.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-16,해평,5.6,7.1,276.0,12.7,2.4,1.9,14.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-17,해평,5.6,7.1,272.0,12.5,2.5,1.9,16.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-18,해평,6.1,7.1,273.0,12.3,2.6,1.9,17.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-19,해평,6.6,7.1,274.0,12.0,2.4,1.9,17.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-20,해평,7.0,7.1,276.0,11.8,2.5,1.8,14.5,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-21,해평,6.9,7.0,277.0,11.7,2.6,2.0,12.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-22,해평,7.2,7.3,252.0,11.1,4.1,2.2,11.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-23,해평,6.4,7.2,253.0,11.2,4.2,2.2,14.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-24,해평,5.4,7.3,253.0,11.0,3.9,2.2,15.7,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016-12-25,해평,5.6,7.3,254.0,10.7,3.5,2.2,16.8,,,,,,,,,,,ND,ND,ND,ND,ND,ND
2016-12-26,해평,5.9,7.2,256.0,10.8,3.3,2.2,14.5,,,,,,,,,,,ND,ND,ND,ND,ND,ND
2016-12-27,해평,5.9,7.1,258.0,11.6,3.7,2.2,9.9,,,,,,,,,,,ND,ND,ND,ND,ND,ND
2016-12-28,해평,5.0,7.1,257.0,12.0,3.9,2.2,7.9,,,,,,,,,,,,,,,,ND
2016-12-29,해평,4.8,7.1,254.0,11.9,3.7,2.2,8.3,,,,,,,,,,,,,,,,ND
2016-12-30,해평,4.3,7.2,255.0,12.1,3.4,2.2,8.3,,,,,,,,,,,,,,,,ND
2016-12-31,해평,4.6,7.3,258.0,13.1,3.3,2.2,9.2,,,,,,,,,,,,,,,,ND
2017-01-01,해평,4.8,7.3,259.0,13.1,3.3,2.2,11.1,,,,,,,,,,,,,,,,ND
2017-01-02,해평,5.1,7.3,258.0,12.6,3.5,2.1,10.9,,,,,,,,,,,,,,,,ND
2017-01-03,해평,5.4,7.3,257.0,12.2,3.8,2.2,9.6,,,,,,,,,,,,,,,,ND
2017-01-04,해평,5.2,7.4,254.0,12.6,4.1,2.2,13.2,,,,,,,,,,,,,,,,ND
2017-01-05,해평,5.1,7.5,253.0,12.9,4.3,2.3,15.4,,,,,,,,,,,,,,,,ND
2017-01-06,해평,5.5,7.6,256.0,13.0,4.4,2.3,12.9,,,,,,,,,,,,,,,,ND
2017-01-07,해평,5.3,7.5,259.0,12.8,4.2,2.3,14.0,,,,,,,,,,,,,,,,ND
2017-01-08,해평,6.2,7.6,260.0,12.3,4.1,2.3,15.5,,,,,,,,,,,,,,,,ND
2017-01-09,해평,6.5,7.5,260.0,12.1,4.0,2.3,14.0,,,,,,,,,,,,,,,,ND
2017-01-10,해평,5.5,7.4,262.0,12.0,4.2,2.4,15.1,,,,,,,,,,,,,,,,ND
2017-01-11,해평,4.4,7.3,262.0,12.1,4.9,2.6,16.1,,,,,,,,,,,,,,,,ND
2017-01-12,해평,4.4,7.4,258.0,12.0,5.6,2.8,13.7,,,,,,,,,,,,,,,,ND
2017-01-13,해평,4.0,7.4,258.0,12.7,5.7,2.8,,,,,,,,,,,,,,,,,ND
2017-01-14,해평,3.1,7.5,255.0,13.2,5.5,2.8,21.5,,,,,,,,,,,,,,,,ND
2017-01-15,해평,2.8,7.6,252.0,13.5,5.7,3.1,31.8,,,,,,,,,,,,,,,,ND
2017-01-16,해평,2.9,7.8,251.0,14.0,5.7,3.0,32.6,,,,,,,,,,,,,,,,ND
2017-01-17,해평,3.1,7.9,250.0,14.2,5.6,2.9,30.4,,,,,,,,,,,,,,,,ND
2017-01-18,해평,3.3,8.1,249.0,14.0,5.7,3.0,33.2,,,,,,,,,,,,,,,,ND
2017-01-19,해평,,8.2,,,5.8,3.1,35.4,,,,,,,,,,,,,,,,ND
2017-01-20,해평,3.4,8.1,237.0,14.1,5.3,3.1,35.2,,,,,,,,,,,,,,,,ND
2017-01-21,해평,2.9,8.2,242.0,14.1,5.5,3.2,35.1,,,,,,,,,,,,,,,,ND
2017-01-22,해평,3.0,8.1,240.0,13.9,5.6,3.2,38.0,,,,,,,,,,,,,,,,ND
2017-01-23,해평,2.3,7.9,244.0,13.6,4.8,3.2,39.4,,,,,,,,,,,,,,,,ND
2017-01-24,해평,2.5,8.1,247.0,14.4,4.0,3.1,38.4,,,,,,,,,,,,,,,,ND
2017-01-25,해평,2.5,8.2,257.0,14.5,4.2,3.2,41.7,,,,,,,,,,,,,,,,ND
2017-01-26,해평,2.9,8.3,265.0,14.6,3.8,3.2,50.8,,,,,,,,,,,,,,,,ND
2017-01-27,해평,3.7,8.4,261.0,14.4,4.0,3.2,57.7,,,,,,,,,,,,,,,,ND
2017-01-28,해평,3.7,8.4,264.0,14.2,4.0,3.2,61.8,,,,,,,,,,,,,,,,ND
2017-01-29,해평,4.1,8.5,260.0,14.3,3.7,3.2,51.1,,,,,,,,,,,,,,,,ND
2017-01-30,해평,4.2,8.4,262.0,13.9,4.0,3.3,37.0,,,,,,,,,,,,,,,,ND
2017-01-31,해평,3.3,8.4,258.0,14.1,3.8,3.3,37.5,,,,,,,,,,,,,,,,ND
2017-02-01,해평,3.3,8.3,264.0,14.1,3.8,3.1,34.1,,,,,,,,,,,,,,,,ND
2017-02-02,해평,3.4,8.3,265.0,13.9,4.1,3.0,34.1,,,,,,,,,,,,,,,,ND
2017-02-03,해평,3.9,8.4,266.0,14.5,4.1,3.1,34.7,,,,,,,,,,,,,,,,ND
2017-02-04,해평,4.5,8.5,262.0,14.6,4.1,3.1,42.3,,,,,,,,,,,,,,,,ND
2017-02-05,해평,5.0,8.6,262.0,14.8,4.3,3.2,51.7,,,,,,,,,,,,,,,,ND
2017-02-06,해평,4.9,8.4,265.0,14.1,4.2,3.3,45.3,,,,,,,,,,,,,,,,ND
2017-02-07,해평,4.4,8.4,268.0,14.3,4.3,3.3,32.2,,,,,,,,,,,,,,,,ND
2017-02-08,해평,4.4,8.5,265.0,14.9,4.5,3.2,29.9,,,,,,,,,,,,,,,,ND
2017-02-09,해평,4.1,8.4,269.0,14.5,4.4,3.2,29.9,,,,,,,,,,,,,,,,ND
2017-02-10,해평,3.3,8.2,276.0,14.5,4.1,,30.5,,,,,,,,,,,,,,,,ND
2017-02-11,해평,3.1,8.2,277.0,15.0,4.1,,27.2,,,,,,,,,,,,,,,,ND
2017-02-12,해평,3.4,8.3,276.0,15.4,4.1,,32.7,,,,,,,,,,,,,,,,ND
2017-02-13,해평,4.0,8.4,274.0,15.7,4.3,,32.3,,,,,,,,,,,,,,,,ND
2017-02-14,해평,4.5,8.4,273.0,15.5,4.3,,23.8,,,,,,,,,,,,,,,,ND
2017-02-15,해평,5.0,8.4,271.0,15.4,4.0,3.2,24.8,,,,,,,,,,,,,,,,ND
2017-02-16,해평,5.0,8.4,273.0,15.6,3.8,3.1,27.9,,,,,,,,,,,,,,,,ND
2017-02-17,해평,6.0,8.4,272.0,14.9,3.6,3.1,27.7,,,,,,,,,,,,,,,,ND
2017-02-18,해평,5.4,8.3,275.0,14.6,3.5,3.1,31.4,,,,,,,,,,,,,,,,ND
2017-02-19,해평,5.1,8.3,276.0,14.2,3.2,3.1,36.3,,,,,,,,,,,,,,,,0.007
2017-02-20,해평,5.5,8.2,276.0,13.4,3.4,3.0,31.5,,,,,,,,,,,,,,,,ND
