,측정소명,수온,수소이온농도,전기전도도,용존산소,탁도,총유기탄소,클로로필,염화메틸렌,트리클로로에테인,사염화탄소,트리클로로에틸렌,테트라클로로에틸렌,벤젠,톨루엔,에틸벤젠,자일렌,자일렌,염화메틸렌,트리클로로에테인,사염화탄소,트리클로로에틸렌,테트라클로로에틸렌,페놀
2014-10-29,해평,15.2,7.4,194.0,9.6,16.5,,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-30,해평,15.1,7.3,187.0,9.6,16.4,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-31,해평,15.0,7.3,190.0,9.6,15.7,,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,해평,15.1,7.3,192.0,9.5,19.0,,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-02,해평,15.0,7.4,202.0,9.9,15.9,,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-03,해평,14.0,7.5,213.0,10.7,14.2,,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-04,해평,13.9,7.5,216.0,10.7,14.1,,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-05,해평,13.6,7.5,215.0,10.6,13.9,,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-06,해평,13.9,7.5,220.0,10.0,13.3,,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-07,해평,13.8,7.5,222.0,10.2,13.1,,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-08,해평,13.7,7.4,220.0,10.2,13.4,,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-09,해평,13.8,7.4,213.0,10.3,13.8,,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-10,해평,13.3,7.4,205.0,10.3,12.3,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-11,해평,13.0,7.4,199.0,10.3,10.5,,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-12,해평,12.8,7.4,200.0,10.3,10.4,,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-13,해평,11.1,7.5,206.0,10.8,10.2,,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-14,해평,11.1,7.6,198.0,11.0,9.9,,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-15,해평,11.2,7.6,201.0,11.1,9.3,,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-16,해평,11.2,7.7,206.0,11.6,8.6,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-17,해평,11.2,7.8,215.0,11.9,7.8,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-18,해평,10.7,8.0,214.0,12.0,7.5,,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-19,해평,10.4,8.2,216.0,12.5,7.1,,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-20,해평,10.4,8.3,215.0,12.7,7.1,,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-21,해평,,,,,,,,,,,,,,,,,,,,,,,0.0
2014-11-22,해평,10.4,8.5,225.0,11.9,7.1,,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-23,해평,10.3,8.4,227.0,11.7,7.3,,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-24,해평,10.3,8.1,229.0,11.0,7.4,,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-25,해평,10.3,7.6,210.0,10.1,22.6,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-26,해평,10.2,7.6,199.0,10.1,17.3,,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-27,해평,9.9,7.9,209.0,10.0,12.0,,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-28,해평,9.6,7.9,214.0,10.4,11.0,,25.1,,,,,,,,,,,,,,,,0.0
2014-11-29,해평,9.9,8.0,216.0,11.3,11.0,,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0
2014-11-30,해평,9.6,8.0,220.0,11.3,10.5,,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,해평,8.9,7.9,229.0,11.2,11.2,,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-02,해평,6.6,7.7,233.0,11.7,12.3,,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-03,해평,6.8,7.6,234.0,11.9,12.5,,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-04,해평,6.8,7.6,231.0,11.7,12.4,,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-05,해평,6.0,7.6,232.0,11.7,12.0,,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-06,해평,5.2,7.7,232.0,11.8,11.5,,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-07,해평,5.2,7.7,230.0,11.8,11.2,,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-08,해평,5.5,7.6,231.0,11.7,10.7,,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-09,해평,5.6,7.6,233.0,11.7,10.9,,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-10,해평,5.6,7.6,236.0,11.7,10.6,,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11,해평,6.0,7.6,236.0,11.7,10.6,,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-12,해평,5.3,7.6,234.0,12.0,10.3,,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-13,해평,4.8,7.6,234.0,12.2,10.6,,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-14,해평,4.1,7.6,233.0,12.5,10.5,,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-15,해평,4.5,7.6,231.0,12.5,10.1,,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-16,해평,4.6,7.6,231.0,12.6,10.4,,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-17,해평,3.2,7.7,225.0,12.7,10.3,,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-18,해평,2.5,7.6,213.0,12.7,9.8,,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0
2014-12-19,해평,2.5,7.7,214.0,13.2,9.6,,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0
2014-12-20,해평,2.8,7.7,214.0,13.4,9.4,,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.2,0.1,0.0
2014-12-21,해평,2.4,7.7,213.0,13.7,9.1,,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.2,0.1,0.0
2014-12-22,해평,2.1,7.7,213.0,14.0,9.0,,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.1,0.1,0.0
2014-12-23,해평,2.0,7.7,214.0,14.2,8.8,,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.2,0.0,0.0
2014-12-24,해평,2.7,7.6,213.0,14.1,9.4,,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.1,0.0,0.0
2014-12-25,해평,2.8,7.6,214.0,13.8,10.2,,15.5,,,,,,,,,,,,,,,,0.0
2014-12-26,해평,2.6,7.6,214.0,14.0,10.2,,16.1,,,,,,,,,,,,,,,,0.0
2014-12-27,해평,2.6,7.7,215.0,14.2,10.1,,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
2014-12-28,해평,2.7,7.7,215.0,14.2,10.2,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
2014-12-29,해평,3.1,7.6,213.0,13.8,10.1,,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-30,해평,3.4,7.6,213.0,13.7,9.7,,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-31,해평,3.5,7.6,214.0,13.9,9.8,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,해평,2.9,7.6,217.0,14.0,9.8,,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02,해평,2.5,7.5,217.0,14.3,9.9,,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03,해평,2.5,7.5,216.0,14.5,9.8,,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04,해평,3.1,7.5,216.0,14.3,9.8,,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05,해평,3.3,7.5,215.0,14.4,9.7,,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06,해평,3.7,7.5,216.0,14.3,9.9,,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07,해평,2.9,7.5,224.0,14.5,10.3,,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08,해평,2.6,7.5,222.0,14.8,10.2,,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09,해평,2.9,7.5,221.0,14.3,10.0,,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10,해평,3.3,7.5,220.0,13.8,9.9,,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11,해평,3.3,7.5,217.0,13.8,9.8,,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12,해평,3.2,7.5,218.0,13.9,9.9,,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13,해평,3.3,7.5,217.0,13.8,9.7,,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14,해평,3.5,7.5,217.0,13.2,9.7,,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15,해평,3.6,7.5,216.0,13.2,9.6,,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16,해평,3.6,7.5,215.0,13.6,9.6,,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17,해평,3.4,7.5,219.0,13.7,9.7,,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18,해평,3.3,7.6,215.0,14.0,9.7,,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-19,해평,4.0,7.6,214.0,13.8,9.8,,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,해평,3.8,7.6,212.0,13.7,9.7,,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,해평,4.0,7.6,212.0,13.8,9.7,,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,해평,4.1,7.5,211.0,13.6,9.6,,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,해평,4.1,7.6,211.0,13.8,9.7,,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-24,해평,4.0,7.6,213.0,13.8,9.6,,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25,해평,3.9,7.6,212.0,13.4,9.7,,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-26,해평,4.2,7.6,211.0,12.7,9.7,,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-27,해평,4.5,7.6,213.0,12.3,9.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,해평,3.8,7.6,213.0,12.7,9.7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-29,해평,3.8,7.6,211.0,13.0,9.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-30,해평,4.1,7.6,210.0,13.9,8.9,,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-31,해평,3.7,7.7,215.0,14.2,8.2,,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01,해평,3.6,7.7,215.0,14.8,8.1,,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-02,해평,3.8,7.7,215.0,13.9,8.2,,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-03,해평,3.9,7.8,213.0,13.4,8.2,,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-04,해평,4.3,7.7,213.0,13.6,8.2,,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-05,해평,4.3,7.8,213.0,13.3,8.4,,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-06,해평,4.5,7.9,209.0,13.0,8.1,2.5,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-07,해평,4.8,7.9,208.0,12.9,7.6,2.5,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-08,해평,4.4,7.8,213.0,12.8,7.7,2.5,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-09,해평,3.2,7.8,214.0,12.8,7.5,2.5,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-10,해평,3.9,7.9,213.0,12.8,7.6,2.7,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-11,해평,4.1,7.9,213.0,12.7,7.6,2.7,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-12,해평,4.5,7.8,216.0,12.5,7.7,2.6,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-13,해평,3.8,7.8,214.0,12.6,7.6,2.5,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-14,해평,3.7,7.9,214.0,13.3,,2.5,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-15,해평,4.3,7.9,215.0,13.5,,2.6,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-16,해평,,,,,,,,,,,,,,,,,,,,,,,
2015-02-17,해평,,,,,,,,,,,,,,,,,,,,,,,
2015-02-18,해평,,,,,,,,,,,,,,,,,,,,,,,
2015-02-19,해평,,,,,,,,,,,,,,,,,,,,,,,
2015-02-20,해평,,,,,,,,,,,,,,,,,,,,,,,
2015-02-21,해평,,,,,,,,,,,,,,,,,,,,,,,
2015-02-22,해평,,,,,,,,,,,,,,,,,,,,,,,
2015-02-23,해평,,,,,,,,,,,,,,,,,,,,,,,
2015-02-24,해평,,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,해평,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,해평,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,해평,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28,해평,,,,,,,,,,,,,,,,,,,,,,,
2015-03-01,해평,5.7,8.1,211.0,12.5,8.9,3.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-02,해평,5.9,8.2,210.0,12.6,9.0,3.0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-03,해평,6.1,8.2,209.0,12.5,9.4,3.0,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-04,해평,5.6,8.2,210.0,12.9,9.4,3.2,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-05,해평,5.6,8.2,210.0,13.6,9.0,3.1,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-06,해평,6.4,8.2,210.0,13.5,9.1,3.0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-07,해평,7.0,8.2,208.0,13.3,9.2,3.0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-08,해평,7.3,8.2,208.0,13.2,9.1,3.0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-09,해평,7.3,8.1,209.0,12.8,9.3,3.0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-10,해평,6.0,8.1,211.0,12.6,9.2,3.1,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-11,해평,5.7,8.0,214.0,12.6,9.0,3.0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-12,해평,6.2,8.0,213.0,12.5,9.1,3.0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-13,해평,6.6,8.0,212.0,12.7,8.7,2.9,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-14,해평,7.2,8.0,210.0,12.5,8.5,2.9,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-15,해평,7.8,8.1,209.0,12.2,8.6,3.0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-16,해평,8.5,8.1,208.0,12.3,8.5,2.9,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-17,해평,8.8,8.1,208.0,12.8,8.5,3.0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-18,해평,8.2,8.1,205.0,12.8,9.0,2.8,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-19,해평,8.8,7.9,198.0,12.0,14.6,3.5,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-20,해평,9.2,8.2,190.0,12.4,14.1,3.2,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-21,해평,9.6,8.4,188.0,12.6,14.5,2.9,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-22,해평,9.7,8.3,192.0,12.5,12.4,3.0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-23,해평,9.5,8.0,200.0,12.2,11.7,2.8,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-24,해평,9.7,7.9,203.0,12.0,12.2,,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-25,해평,10.2,7.8,198.0,11.8,13.0,,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-26,해평,10.8,8.0,193.0,11.8,12.9,2.6,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-27,해평,11.3,8.0,191.0,11.7,11.9,2.7,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-28,해평,11.9,8.0,189.0,11.6,11.3,2.5,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-29,해평,12.5,7.9,187.0,11.4,10.8,2.3,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-30,해평,13.1,7.9,185.0,11.8,10.5,2.2,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-31,해평,12.4,7.7,185.0,12.7,10.2,2.1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
2015-04-01,해평,12.2,7.6,181.0,11.8,9.1,1.9,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-02,해평,12.2,7.6,181.0,11.7,9.1,1.8,12.6,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
2015-04-03,해평,13.0,7.4,181.0,11.1,9.0,1.8,10.0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0
2015-04-04,해평,13.5,7.5,182.0,11.4,8.4,1.9,10.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
2015-04-05,해평,12.7,7.4,181.0,11.3,8.5,1.8,12.4,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
2015-04-06,해평,12.5,7.4,179.0,11.3,8.7,1.8,7.5,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
2015-04-07,해평,12.2,7.5,177.0,11.6,8.5,1.8,6.8,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
2015-04-08,해평,12.2,7.5,176.0,11.9,8.2,1.8,6.4,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
2015-04-09,해평,13.1,7.5,178.0,11.3,8.0,1.7,5.8,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
2015-04-10,해평,13.6,7.4,178.0,10.5,7.7,1.6,5.6,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
2015-04-11,해평,14.2,7.5,181.0,10.4,7.6,1.6,6.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
2015-04-12,해평,13.7,7.5,183.0,10.4,7.6,1.5,7.7,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
2015-04-13,해평,13.1,7.5,183.0,10.2,7.6,1.4,7.6,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
2015-04-14,해평,13.3,7.6,183.0,10.1,7.6,1.7,5.6,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
2015-04-15,해평,13.9,7.5,182.0,9.7,8.2,2.0,6.4,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
2015-04-16,해평,13.8,7.5,180.0,9.6,8.2,1.9,8.5,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
2015-04-17,해평,13.5,7.4,183.0,9.5,8.2,1.9,8.5,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
2015-04-18,해평,13.9,7.4,184.0,9.6,8.3,1.8,5.5,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
2015-04-19,해평,13.9,7.4,184.0,9.5,7.9,1.7,6.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
2015-04-20,해평,13.9,7.4,180.0,9.4,7.8,1.7,5.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
2015-04-21,해평,14.5,7.4,179.0,9.3,8.5,2.1,6.8,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
2015-04-22,해평,14.9,7.4,178.0,9.6,8.3,2.0,7.9,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
2015-04-23,해평,15.3,7.5,178.0,9.9,8.2,2.1,3.7,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
2015-04-24,해평,15.4,7.5,178.0,9.8,8.2,2.1,4.0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
2015-04-25,해평,16.2,7.6,178.0,9.8,7.9,2.1,4.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
2015-04-26,해평,16.8,7.7,177.0,9.8,7.7,2.2,4.6,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
2015-04-27,해평,17.5,7.8,180.0,9.6,8.4,2.2,4.6,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
