,prediction,prediction_inv,유해남조류세포수_Y,유해남조류세포수_Y_inv
2019-02-18,1.7343531,5.665261564814226,0.0,1.0
2019-02-25,1.0540624,2.8692835558079963,0.0,1.0
2019-03-04,4.238339,69.29265743726155,0.0,1.0
2019-03-11,3.9864008,53.86068700393316,0.0,1.0
2019-03-18,3.7598786,42.94321387679111,0.0,1.0
2019-03-25,1.5717297,4.814969255283553,0.0,1.0
2019-04-01,1.7568941,5.794412618677493,0.0,1.0
2019-04-08,3.0893738,21.963320830115766,1.1895840668738364,3.285714285714286
2019-04-15,2.127388,8.392915863849765,3.2525868822105126,25.85714285714286
2019-04-22,3.5815592,35.92951782579547,3.607049435866304,36.85714285714285
2019-04-29,1.2415731,3.4610537520609004,1.0986122886681098,3.0000000000000004
2019-05-07,2.4234986,11.285273328878485,2.995732273553991,19.999999999999996
2019-05-13,4.6540055,105.00474372772922,0.0,1.0
2019-05-20,3.7356865,41.91679326742661,3.624340932976365,37.5
2019-05-28,4.9672704,143.6342839513483,6.330314906134162,561.3333333333331
2019-06-03,6.6762595,793.3460582420499,7.386647855645118,1614.2857142857138
2019-06-10,5.7351165,309.54902548110397,4.367637897221782,78.85714285714289
2019-06-17,6.614485,745.8203749694325,5.067105640584317,158.71428571428575
2019-06-24,6.8057237,903.0010056967544,6.881851218599406,974.4285714285717
2019-07-01,6.558435,705.1672179198569,6.789775795459707,888.7142857142859
2019-07-08,8.371477,4322.015516044001,8.495736053314445,4893.857142857147
2019-07-15,6.6064987,739.8879222153021,7.675479709322935,2154.8571428571436
2019-07-22,5.3826246,217.59262591725698,5.491884972616619,242.71428571428578
2019-07-29,8.91585,7449.10884180406,8.70120379715405,6010.142857142857
2019-08-05,8.729718,6183.98527001234,10.526980928955533,37308.66666666667
2019-08-08,9.579703,14468.126420802959,10.618439032180518,40881.74999999999
2019-08-12,9.607412,14874.629733773087,9.800305218473001,18039.25
2019-08-16,8.321991,4113.341387270943,8.522512352893838,5026.666666666668
2019-08-19,8.854243,7004.046122175979,8.859972030162858,7044.28571428571
2019-08-26,6.3551,575.4199688895748,6.413458957167357,610.0000000000002
2019-09-02,7.5599127,1919.677882814625,7.568748149024076,1936.7142857142856
2019-09-09,6.442881,628.2141473651328,6.4872490467509145,656.7142857142856
2019-09-16,7.034395,1135.008271887448,7.106401198695947,1219.7500000000002
2019-09-24,5.1923866,179.8973889936638,5.94236183410025,380.83333333333337
2019-09-30,7.2140665,1358.40501233551,7.244941546337007,1400.9999999999993
2019-10-07,5.727689,307.25830843547396,4.383810756467383,80.14285714285717
2019-10-14,6.5905666,728.1933729663192,3.5094109663023882,33.42857142857143
2019-10-21,2.5007706,12.19188502880393,0.0,1.0
2019-10-28,3.1483943,23.298625006579357,0.0,1.0
2019-11-04,5.2095966,183.0202191526535,0.0,1.0
2019-11-11,3.4613895,31.86121825870142,0.0,1.0
2019-11-18,0.49902385,1.6471126644787362,0.6190392084062235,1.8571428571428572
2019-11-25,2.5569117,12.895929345075054,2.4107986776342782,11.14285714285714
2019-12-02,3.1569388,23.498551742563833,3.0580361568901457,21.285714285714285
2019-12-09,4.1342506,62.44278146560606,4.849795626118201,127.71428571428575
2019-12-16,2.8735802,17.700275728883117,1.6916760106710724,5.428571428571428
2019-12-23,3.4809916,32.49192516305817,3.7274131181161794,41.57142857142858
2020-01-13,3.8825037,48.54560900657116,4.573237138885082,96.85714285714282
2020-01-20,3.2772603,26.50306279536715,0.0,1.0
2020-01-28,2.8110666,16.62764426623645,0.0,1.0
2020-02-03,1.849731,6.358108760793862,0.0,1.0
2020-02-10,4.966559,143.53213296849805,0.0,1.0
2020-02-17,4.043714,57.03779090481105,0.0,1.0
2020-02-25,4.4448757,85.18928961278114,0.28768207245178085,1.3333333333333333
2020-03-02,3.9706624,53.01963705612449,1.9252908618525777,6.857142857142858
2020-03-09,4.8477163,127.44900597796904,0.0,1.0
2020-03-16,5.2446203,189.5438361652459,0.0,1.0
2020-03-23,4.9940305,147.52984224433445,0.0,1.0
2020-03-30,4.0814257,59.229851719077544,0.0,1.0
2020-04-06,3.5159745,33.6487033406137,2.1316272948504063,8.428571428571429
2020-04-13,3.7288463,41.63105118585514,3.923386764078461,50.57142857142858
2020-04-20,4.145052,63.12090133725783,0.0,1.0
2020-04-27,3.499952,33.113865033577575,0.0,1.0
2020-05-04,2.8411217,17.13497461035957,0.0,1.0
2020-05-11,2.111742,8.262622405510632,0.0,1.0
2020-05-18,4.857043,128.64321398558454,1.349926716949016,3.8571428571428577
2020-05-25,5.437032,229.75929622045174,3.1416861861770706,23.14285714285714
2020-06-01,4.296626,73.45155630325812,5.628134856316886,278.14285714285705
2020-06-08,4.3492503,77.42040037627139,7.500055551737135,1808.1428571428567
2020-06-15,6.5026813,666.9274406334025,6.738490961344831,844.2857142857146
2020-06-22,5.6615705,287.5999779020647,3.9401938823948424,51.42857142857143
2020-06-29,4.719987,112.16678502182215,1.3121863889661687,3.714285714285714
2020-07-06,4.921597,137.22158169932527,3.3214324131932926,27.699999999999996
2020-07-16,6.6511807,773.6973250264174,4.087655574071304,59.6
2020-07-21,6.6742187,791.7285986642901,4.847555983524696,127.42857142857144
2020-08-04,6.204375,494.90943695888535,4.909498649554615,135.57142857142858
2020-08-18,7.8807054,2645.7380905114287,1.9218125974762528,6.833333333333333
2020-08-24,7.336541,1535.3922668982812,3.80029304148484,44.714285714285715
2020-08-31,6.8420067,936.3662412655873,6.223369604090764,504.39999999999975
2020-09-10,7.60381,2005.8232089903413,8.283304618565849,3957.250000000003
