epoch,loss,val_loss
0,1105945984.0,998047040.0
1,1089564416.0,980343360.0
2,1071398464.0,961178176.0
0,1051730240.0,941988608.0
1,1033152640.0,922390464.0
2,1012610240.0,901837696.0
0,3.4511022567749023,3.1417534351348877
1,2.8460609912872314,2.5304365158081055
2,2.4292800426483154,2.1070423126220703
0,974711232.0,862408896.0
1,954651648.0,841372608.0
2,933607488.0,820790848.0
