³â/¿ù/ÀÏ,ÃøÁ¤¼Ò¸í_DAY,ÇöÀç¼öÀ§_DAY,À¯ÀÔ·®_DAY,Àú¼ö·®_DAY,°ø¿ë·®_DAY,ÃÑ¹æ·ù·®_DAY
2014-09-13,ÆÈ´ç´ï,25.232,156.600,234.360,9.640,150.300
2014-09-12,ÆÈ´ç´ï,25.212,222.900,233.660,10.340,207.000
2014-09-11,ÆÈ´ç´ï,25.198,239.000,233.150,10.850,216.800
2014-09-10,ÆÈ´ç´ï,25.243,158.200,234.780,9.220,186.700
2014-09-09,ÆÈ´ç´ï,25.261,185.600,235.420,8.590,187.000
2014-09-08,ÆÈ´ç´ï,25.219,219.200,233.890,10.110,187.900
2014-09-07,ÆÈ´ç´ï,25.152,255.100,231.480,12.520,239.100
2014-09-06,ÆÈ´ç´ï,25.147,358.200,231.320,12.690,318.100
2014-09-05,ÆÈ´ç´ï,25.084,420.400,229.040,14.960,468.700
2014-09-04,ÆÈ´ç´ï,24.893,729.500,222.260,21.740,683.000
2014-09-03,ÆÈ´ç´ï,24.838,568.100,220.340,23.660,587.900
2014-09-02,ÆÈ´ç´ï,24.958,379.400,224.590,19.410,448.900
2014-09-01,ÆÈ´ç´ï,25.259,291.900,235.390,8.610,348.900
2014-08-31,ÆÈ´ç´ï,25.276,172.900,235.930,8.080,147.200
2014-08-30,ÆÈ´ç´ï,25.188,185.300,232.790,11.210,147.800
2014-08-29,ÆÈ´ç´ï,25.138,215.000,231.010,12.990,202.500
2014-08-28,ÆÈ´ç´ï,25.122,237.300,230.390,13.610,216.400
2014-08-27,ÆÈ´ç´ï,25.132,301.100,230.750,13.250,303.200
2014-08-26,ÆÈ´ç´ï,25.091,291.700,229.280,14.720,283.300
2014-08-25,ÆÈ´ç´ï,25.158,350.900,231.710,12.290,392.500
2014-08-24,ÆÈ´ç´ï,25.130,461.600,230.650,13.350,395.600
2014-08-23,ÆÈ´ç´ï,25.058,918.600,228.070,15.940,939.400
2014-08-22,ÆÈ´ç´ï,25.051,1725.800,227.820,16.180,1696.000
2014-08-21,ÆÈ´ç´ï,25.126,1075.900,230.560,13.440,1099.400
2014-08-20,ÆÈ´ç´ï,25.054,590.000,227.960,16.040,583.800
2014-08-19,ÆÈ´ç´ï,25.193,481.900,232.980,11.030,508.200
2014-08-18,ÆÈ´ç´ï,25.246,295.300,234.880,9.120,300.900
2014-08-17,ÆÈ´ç´ï,25.199,172.700,233.180,10.820,145.000
2014-08-16,ÆÈ´ç´ï,25.171,209.000,232.160,11.840,193.000
2014-08-15,ÆÈ´ç´ï,25.189,229.500,232.810,11.190,220.500
2014-08-14,ÆÈ´ç´ï,25.143,267.600,231.140,12.860,237.700
2014-08-13,ÆÈ´ç´ï,25.175,307.000,232.330,11.670,324.200
2014-08-12,ÆÈ´ç´ï,25.250,429.500,235.010,8.990,451.000
2014-08-11,ÆÈ´ç´ï,25.149,491.900,231.370,12.640,448.100
2014-08-10,ÆÈ´ç´ï,25.091,242.900,229.290,14.720,261.600
2014-08-09,ÆÈ´ç´ï,25.088,220.700,229.160,14.840,201.900
2014-08-08,ÆÈ´ç´ï,25.203,328.800,233.340,10.670,371.100
2014-08-07,ÆÈ´ç´ï,25.245,313.800,234.840,9.170,312.400
2014-08-06,ÆÈ´ç´ï,25.179,208.700,232.470,11.530,205.900
2014-08-05,ÆÈ´ç´ï,25.144,237.800,231.190,12.820,227.400
2014-08-04,ÆÈ´ç´ï,25.060,191.700,228.160,15.840,158.300
2014-08-03,ÆÈ´ç´ï,24.896,178.400,222.360,21.640,145.500
2014-08-02,ÆÈ´ç´ï,24.883,208.700,221.890,22.110,216.900
2014-08-01,ÆÈ´ç´ï,25.083,364.500,229.000,15.010,440.500
2014-07-31,ÆÈ´ç´ï,25.194,200.300,233.000,11.000,178.100
2014-07-30,ÆÈ´ç´ï,25.172,178.200,232.210,11.790,169.900
2014-07-29,ÆÈ´ç´ï,25.167,184.200,232.020,11.980,177.900
2014-07-28,ÆÈ´ç´ï,25.223,230.400,234.040,9.970,257.500
2014-07-27,ÆÈ´ç´ï,25.240,242.700,234.680,9.330,235.000
2014-07-26,ÆÈ´ç´ï,24.988,253.800,225.630,18.370,147.500
2014-07-25,ÆÈ´ç´ï,24.872,492.900,221.510,22.490,493.600
2014-07-24,ÆÈ´ç´ï,25.023,475.000,226.870,17.140,505.200
2014-07-23,ÆÈ´ç´ï,24.838,287.900,220.390,23.620,232.600
2014-07-22,ÆÈ´ç´ï,25.078,320.500,228.840,15.160,408.200
2014-07-21,ÆÈ´ç´ï,25.206,174.100,233.450,10.550,185.200
2014-07-20,ÆÈ´ç´ï,25.237,147.000,234.540,9.460,129.700
2014-07-19,ÆÈ´ç´ï,25.215,220.100,233.760,10.250,197.800
2014-07-18,ÆÈ´ç´ï,25.110,161.900,229.970,14.030,172.300
2014-07-17,ÆÈ´ç´ï,25.155,137.800,231.600,12.400,129.500
2014-07-16,ÆÈ´ç´ï,25.148,143.800,231.350,12.650,129.900
2014-07-15,ÆÈ´ç´ï,25.131,137.300,230.740,13.260,129.000
2014-07-14,ÆÈ´ç´ï,25.127,149.600,230.590,13.420,131.600
2014-07-13,ÆÈ´ç´ï,25.140,117.500,231.050,12.960,129.300
2014-07-12,ÆÈ´ç´ï,25.179,132.100,232.430,11.570,129.300
2014-07-11,ÆÈ´ç´ï,25.159,131.500,231.740,12.260,130.100
2014-07-10,ÆÈ´ç´ï,25.109,159.300,229.930,14.070,131.500
2014-07-09,ÆÈ´ç´ï,25.062,148.600,228.240,15.760,131.900
2014-07-08,ÆÈ´ç´ï,24.968,153.000,224.870,19.130,132.900
2014-07-07,ÆÈ´ç´ï,24.893,142.400,222.270,21.740,133.500
2014-07-06,ÆÈ´ç´ï,24.891,131.600,222.140,21.860,132.900
2014-07-05,ÆÈ´ç´ï,24.913,134.100,222.890,21.110,132.700
2014-07-04,ÆÈ´ç´ï,25.092,292.200,229.390,14.610,351.700
2014-07-03,ÆÈ´ç´ï,25.114,171.100,230.120,13.890,173.200
2014-07-02,ÆÈ´ç´ï,25.064,177.000,228.300,15.700,151.400
2014-07-01,ÆÈ´ç´ï,25.056,159.700,227.990,16.010,153.500
2014-06-30,ÆÈ´ç´ï,25.068,154.900,228.470,15.530,163.200
2014-06-29,ÆÈ´ç´ï,25.007,149.500,226.240,17.760,130.000
2014-06-28,ÆÈ´ç´ï,24.989,154.700,225.620,18.390,151.400
2014-06-27,ÆÈ´ç´ï,25.080,284.500,228.910,15.090,318.500
2014-06-26,ÆÈ´ç´ï,25.191,140.600,232.900,11.100,164.900
2014-06-25,ÆÈ´ç´ï,25.133,186.200,230.780,13.220,176.500
2014-06-24,ÆÈ´ç´ï,25.156,244.600,231.630,12.370,262.000
2014-06-23,ÆÈ´ç´ï,25.208,293.200,233.520,10.490,302.200
2014-06-22,ÆÈ´ç´ï,25.178,201.200,232.440,11.560,204.700
2014-06-21,ÆÈ´ç´ï,25.119,198.300,230.240,13.760,151.100
2014-06-20,ÆÈ´ç´ï,25.073,259.700,228.670,15.330,265.300
2014-06-19,ÆÈ´ç´ï,25.048,265.500,227.750,16.250,281.500
2014-06-18,ÆÈ´ç´ï,25.069,284.400,228.490,15.510,283.100
2014-06-17,ÆÈ´ç´ï,25.079,179.900,228.860,15.150,171.600
2014-06-16,ÆÈ´ç´ï,25.092,196.500,229.330,14.670,185.400
2014-06-15,ÆÈ´ç´ï,25.108,150.200,229.910,14.090,157.100
2014-06-14,ÆÈ´ç´ï,25.175,143.300,232.310,11.690,157.100
2014-06-13,ÆÈ´ç´ï,25.213,209.300,233.680,10.330,214.200
2014-06-12,ÆÈ´ç´ï,25.302,206.700,236.920,7.090,214.300
2014-06-11,ÆÈ´ç´ï,25.243,201.100,234.760,9.250,183.000
2014-06-10,ÆÈ´ç´ï,25.205,188.700,233.410,10.590,184.500
2014-06-09,ÆÈ´ç´ï,25.215,159.500,233.770,10.240,161.500
2014-06-08,ÆÈ´ç´ï,25.220,126.900,233.930,10.070,129.000
2014-06-07,ÆÈ´ç´ï,25.202,120.700,233.290,10.710,129.000
2014-06-06,ÆÈ´ç´ï,25.209,165.100,233.560,10.450,172.000
2014-06-05,ÆÈ´ç´ï,25.205,172.000,233.400,10.600,176.900
2014-06-04,ÆÈ´ç´ï,25.181,193.800,232.520,11.480,172.200
2014-06-03,ÆÈ´ç´ï,25.142,184.400,231.110,12.890,174.700
2014-06-02,ÆÈ´ç´ï,25.104,141.200,229.770,14.230,139.800
2014-06-01,ÆÈ´ç´ï,25.099,134.200,229.570,14.430,143.900
2014-05-31,ÆÈ´ç´ï,25.152,129.800,231.480,12.520,129.800
2014-05-30,ÆÈ´ç´ï,25.187,170.100,232.770,11.240,183.300
2014-05-29,ÆÈ´ç´ï,25.200,185.000,233.230,10.770,182.900
2014-05-28,ÆÈ´ç´ï,25.188,183.300,232.800,11.210,160.400
2014-05-27,ÆÈ´ç´ï,25.187,191.500,232.740,11.260,183.800
2014-05-26,ÆÈ´ç´ï,25.145,166.700,231.230,12.770,154.900
2014-05-25,ÆÈ´ç´ï,25.092,126.700,229.340,14.670,130.200
2014-05-24,ÆÈ´ç´ï,25.118,119.300,230.270,13.730,129.700
2014-05-23,ÆÈ´ç´ï,25.146,155.200,231.260,12.750,174.000
2014-05-22,ÆÈ´ç´ï,25.164,198.200,231.910,12.090,173.900
2014-05-21,ÆÈ´ç´ï,25.194,160.100,232.990,11.010,180.300
2014-05-20,ÆÈ´ç´ï,25.165,159.100,231.940,12.060,160.500
2014-05-19,ÆÈ´ç´ï,25.229,143.500,234.260,9.740,176.200
2014-05-18,ÆÈ´ç´ï,25.200,179.900,233.210,10.800,159.700
2014-05-17,ÆÈ´ç´ï,25.217,193.600,233.840,10.160,202.700
2014-05-16,ÆÈ´ç´ï,25.240,195.200,234.660,9.340,200.100
2014-05-15,ÆÈ´ç´ï,25.256,206.300,235.260,8.750,206.300
2014-05-14,ÆÈ´ç´ï,25.249,243.400,235.000,9.000,247.600
2014-05-13,ÆÈ´ç´ï,25.281,263.200,236.130,7.870,240.300
2014-05-12,ÆÈ´ç´ï,25.294,338.600,236.630,7.380,344.800
2014-05-11,ÆÈ´ç´ï,25.225,128.200,234.130,9.880,150.500
2014-05-10,ÆÈ´ç´ï,25.253,135.800,235.130,8.870,139.200
2014-05-09,ÆÈ´ç´ï,25.254,180.200,235.170,8.830,166.300
2014-05-08,ÆÈ´ç´ï,25.161,185.700,231.820,12.190,159.300
2014-05-07,ÆÈ´ç´ï,25.154,203.000,231.570,12.430,210.700
2014-05-06,ÆÈ´ç´ï,25.116,149.900,230.180,13.820,129.800
2014-05-05,ÆÈ´ç´ï,25.083,129.600,229.000,15.000,129.600
2014-05-04,ÆÈ´ç´ï,25.107,162.100,229.850,14.160,146.200
2014-05-03,ÆÈ´ç´ï,25.146,149.800,231.260,12.740,151.800
2014-05-02,ÆÈ´ç´ï,25.182,207.600,232.560,11.440,209.000
2014-05-01,ÆÈ´ç´ï,25.221,214.100,233.980,10.020,227.300
2014-04-30,ÆÈ´ç´ï,25.244,223.900,234.800,9.200,207.200
2014-04-29,ÆÈ´ç´ï,25.167,235.300,232.000,12.000,209.600
2014-04-28,ÆÈ´ç´ï,25.054,168.900,227.960,16.040,132.100
2014-04-27,ÆÈ´ç´ï,25.000,121.100,226.040,17.960,132.900
2014-04-26,ÆÈ´ç´ï,25.115,127.400,230.180,13.820,132.200
2014-04-25,ÆÈ´ç´ï,25.143,135.600,231.160,12.840,168.200
2014-04-24,ÆÈ´ç´ï,25.165,156.000,231.970,12.040,165.700
2014-04-23,ÆÈ´ç´ï,25.141,176.300,231.090,12.910,145.100
2014-04-22,ÆÈ´ç´ï,25.117,191.800,230.210,13.790,203.600
2014-04-21,ÆÈ´ç´ï,25.140,175.100,231.050,12.960,182.700
2014-04-20,ÆÈ´ç´ï,25.116,190.200,230.190,13.810,178.400
2014-04-19,ÆÈ´ç´ï,25.104,171.800,229.760,14.240,160.000
2014-04-18,ÆÈ´ç´ï,25.083,256.000,229.000,15.000,256.000
2014-04-17,ÆÈ´ç´ï,25.079,272.400,228.860,15.140,249.500
2014-04-16,ÆÈ´ç´ï,25.121,220.900,230.380,13.630,220.900
2014-04-15,ÆÈ´ç´ï,25.058,177.200,228.100,15.910,161.200
2014-04-14,ÆÈ´ç´ï,25.106,198.000,229.830,14.170,213.900
2014-04-13,ÆÈ´ç´ï,25.111,184.100,230.000,14.000,171.600
2014-04-12,ÆÈ´ç´ï,25.146,198.000,231.290,12.720,193.900
2014-04-11,ÆÈ´ç´ï,25.140,236.900,231.050,12.950,251.500
2014-04-10,ÆÈ´ç´ï,25.164,270.000,231.910,12.100,256.900
2014-04-09,ÆÈ´ç´ï,25.198,236.400,233.130,10.870,246.800
2014-04-08,ÆÈ´ç´ï,25.215,244.700,233.770,10.240,245.400
2014-04-07,ÆÈ´ç´ï,25.249,239.600,234.970,9.030,261.200
2014-04-06,ÆÈ´ç´ï,25.260,195.100,235.370,8.630,200.700
2014-04-05,ÆÈ´ç´ï,25.176,130.400,232.330,11.670,129.700
2014-04-04,ÆÈ´ç´ï,25.126,145.500,230.540,13.470,128.800
2014-04-03,ÆÈ´ç´ï,25.135,148.700,230.870,13.130,162.600
2014-04-02,ÆÈ´ç´ï,25.117,218.600,230.230,13.770,204.700
2014-04-01,ÆÈ´ç´ï,25.053,201.500,227.930,16.080,198.700
2014-03-31,ÆÈ´ç´ï,25.119,205.200,230.300,13.700,210.800
2014-03-30,ÆÈ´ç´ï,25.049,145.800,227.770,16.240,129.100
2014-03-29,ÆÈ´ç´ï,25.041,114.100,227.470,16.540,130.100
2014-03-28,ÆÈ´ç´ï,25.111,202.400,230.000,14.000,200.300
2014-03-27,ÆÈ´ç´ï,25.134,196.200,230.820,13.180,201.800
2014-03-26,ÆÈ´ç´ï,25.129,196.800,230.680,13.320,201.700
2014-03-25,ÆÈ´ç´ï,25.151,188.800,231.440,12.560,203.400
2014-03-24,ÆÈ´ç´ï,25.170,183.000,232.120,11.880,176.100
2014-03-23,ÆÈ´ç´ï,25.166,150.200,231.960,12.040,128.600
2014-03-22,ÆÈ´ç´ï,25.158,140.100,231.650,12.350,130.400
2014-03-21,ÆÈ´ç´ï,25.124,204.100,230.500,13.500,197.200
2014-03-20,ÆÈ´ç´ï,25.143,223.600,231.150,12.860,214.600
2014-03-19,ÆÈ´ç´ï,25.134,206.700,230.850,13.160,210.900
2014-03-18,ÆÈ´ç´ï,25.148,182.100,231.340,12.660,180.700
2014-03-17,ÆÈ´ç´ï,25.128,195.300,230.650,13.350,198.100
2014-03-16,ÆÈ´ç´ï,25.125,130.500,230.540,13.460,129.800
2014-03-15,ÆÈ´ç´ï,25.106,147.100,229.810,14.190,130.500
2014-03-14,ÆÈ´ç´ï,25.114,203.400,230.110,13.890,198.500
2014-03-13,ÆÈ´ç´ï,25.128,190.800,230.650,13.350,204.000
2014-03-12,ÆÈ´ç´ï,25.136,216.700,230.910,13.090,227.100
2014-03-11,ÆÈ´ç´ï,25.124,221.300,230.490,13.510,194.200
2014-03-10,ÆÈ´ç´ï,25.139,189.800,231.000,13.000,198.800
2014-03-09,ÆÈ´ç´ï,25.135,144.900,230.860,13.150,129.000
2014-03-08,ÆÈ´ç´ï,25.162,133.100,231.880,12.120,133.100
2014-03-07,ÆÈ´ç´ï,25.117,180.700,230.180,13.820,155.700
2014-03-06,ÆÈ´ç´ï,25.141,208.500,231.070,12.930,225.100
2014-03-05,ÆÈ´ç´ï,25.135,241.100,230.840,13.160,225.800
2014-03-04,ÆÈ´ç´ï,25.110,263.600,229.940,14.060,247.600
2014-03-03,ÆÈ´ç´ï,25.109,201.200,229.930,14.080,192.800
2014-03-02,ÆÈ´ç´ï,25.090,128.500,229.280,14.730,141.700
2014-03-01,ÆÈ´ç´ï,25.088,128.900,229.190,14.820,130.300
2014-02-28,ÆÈ´ç´ï,25.129,195.100,230.620,13.380,192.300
2014-02-27,ÆÈ´ç´ï,25.170,170.200,232.150,11.850,193.200
2014-02-26,ÆÈ´ç´ï,25.181,201.800,232.560,11.450,203.200
2014-02-25,ÆÈ´ç´ï,25.136,177.500,230.900,13.110,160.800
2014-02-24,ÆÈ´ç´ï,25.110,170.500,229.960,14.040,181.700
2014-02-23,ÆÈ´ç´ï,25.119,129.800,230.320,13.680,129.800
2014-02-22,ÆÈ´ç´ï,25.102,128.000,229.670,14.340,130.100
2014-02-21,ÆÈ´ç´ï,25.120,218.000,230.330,13.670,206.200
2014-02-20,ÆÈ´ç´ï,25.083,188.600,228.950,15.050,161.500
2014-02-19,ÆÈ´ç´ï,25.100,170.600,229.570,14.430,196.300
2014-02-18,ÆÈ´ç´ï,25.096,210.200,229.460,14.550,203.200
2014-02-17,ÆÈ´ç´ï,25.114,192.900,230.120,13.880,203.300
2014-02-16,ÆÈ´ç´ï,25.083,124.100,229.010,15.000,131.100
2014-02-15,ÆÈ´ç´ï,25.118,127.900,230.250,13.760,131.400
2014-02-14,ÆÈ´ç´ï,25.133,203.300,230.810,13.190,195.700
2014-02-13,ÆÈ´ç´ï,25.130,164.200,230.700,13.300,164.200
2014-02-12,ÆÈ´ç´ï,25.151,207.200,231.440,12.560,202.400
2014-02-11,ÆÈ´ç´ï,25.198,204.700,233.170,10.840,224.200
2014-02-10,ÆÈ´ç´ï,25.115,202.200,230.160,13.840,172.400
2014-02-09,ÆÈ´ç´ï,25.066,130.800,228.370,15.630,141.900
2014-02-08,ÆÈ´ç´ï,25.117,145.800,230.260,13.750,152.000
2014-02-07,ÆÈ´ç´ï,25.160,247.200,231.790,12.220,235.400
2014-02-06,ÆÈ´ç´ï,25.187,193.900,232.760,11.240,222.400
2014-02-05,ÆÈ´ç´ï,25.151,237.900,231.450,12.550,225.400
2014-02-04,ÆÈ´ç´ï,25.155,176.400,231.580,12.420,172.900
2014-02-03,ÆÈ´ç´ï,25.246,252.000,234.870,9.140,275.600
2014-02-02,ÆÈ´ç´ï,25.223,197.800,234.040,9.960,172.800
2014-02-01,ÆÈ´ç´ï,25.138,161.900,230.970,13.030,141.100
2014-01-31,ÆÈ´ç´ï,25.138,126.300,230.990,13.020,129.100
2014-01-30,ÆÈ´ç´ï,25.117,136.300,230.230,13.780,130.700
2014-01-29,ÆÈ´ç´ï,25.138,207.100,231.000,13.000,205.700
2014-01-28,ÆÈ´ç´ï,25.155,158.200,231.590,12.420,164.500
2014-01-27,ÆÈ´ç´ï,25.148,138.500,231.350,12.650,151.600
2014-01-26,ÆÈ´ç´ï,25.132,140.400,230.770,13.230,133.400
2014-01-25,ÆÈ´ç´ï,25.161,141.000,231.810,12.190,129.900
2014-01-24,ÆÈ´ç´ï,25.194,176.800,233.020,10.990,176.100
2014-01-23,ÆÈ´ç´ï,25.192,164.000,232.950,11.060,165.400
2014-01-22,ÆÈ´ç´ï,25.188,149.200,232.780,11.220,151.300
2014-01-21,ÆÈ´ç´ï,25.163,162.000,231.890,12.120,144.700
2014-01-20,ÆÈ´ç´ï,25.127,155.300,230.590,13.410,151.800
2014-01-19,ÆÈ´ç´ï,25.133,122.000,230.800,13.210,129.700
2014-01-18,ÆÈ´ç´ï,25.174,116.500,232.270,11.730,130.400
2014-01-17,ÆÈ´ç´ï,25.159,152.200,231.750,12.250,134.200
2014-01-16,ÆÈ´ç´ï,25.146,155.700,231.260,12.740,166.100
2014-01-15,ÆÈ´ç´ï,25.126,160.300,230.560,13.440,150.600
2014-01-14,ÆÈ´ç´ï,25.156,162.800,231.620,12.380,177.400
2014-01-13,ÆÈ´ç´ï,25.177,137.600,232.390,11.610,152.900
2014-01-12,ÆÈ´ç´ï,25.175,119.200,232.310,11.700,128.900
2014-01-11,ÆÈ´ç´ï,25.205,118.100,233.400,10.600,129.900
2014-01-10,ÆÈ´ç´ï,25.175,189.400,232.310,11.700,153.900
2014-01-09,ÆÈ´ç´ï,25.124,180.700,230.490,13.510,154.300
2014-01-08,ÆÈ´ç´ï,25.141,156.400,231.100,12.900,176.600
2014-01-07,ÆÈ´ç´ï,25.198,142.900,233.160,10.840,165.100
2014-01-06,ÆÈ´ç´ï,25.230,157.000,234.310,9.690,143.100
2014-01-05,ÆÈ´ç´ï,25.272,136.500,235.800,8.200,152.500
2014-01-04,ÆÈ´ç´ï,25.313,131.500,237.300,6.700,153.700
2014-01-03,ÆÈ´ç´ï,25.301,138.600,236.880,7.120,128.900
2014-01-02,ÆÈ´ç´ï,25.233,151.700,234.410,9.590,129.400
2014-01-01,ÆÈ´ç´ï,25.198,120.200,233.150,10.850,129.300
2015-12-31,ÆÈ´ç´ï,25.170,39.960,218.070,25.930,52.710
2015-12-30,ÆÈ´ç´ï,25.159,68.150,217.240,26.760,53.960
2015-12-29,ÆÈ´ç´ï,25.186,79.060,218.200,25.800,54.140
2015-12-28,ÆÈ´ç´ï,25.169,77.410,217.600,26.410,54.720
2015-12-27,ÆÈ´ç´ï,25.163,64.340,217.420,26.580,51.760
2015-12-26,ÆÈ´ç´ï,25.187,74.170,218.270,25.730,48.500
2015-12-25,ÆÈ´ç´ï,25.192,55.460,218.450,25.550,49.420
2015-12-24,ÆÈ´ç´ï,25.222,92.130,219.550,24.450,49.500
2015-12-23,ÆÈ´ç´ï,25.240,81.710,220.280,23.720,49.250
2015-12-22,ÆÈ´ç´ï,25.255,96.420,220.770,23.230,49.250
2015-12-21,ÆÈ´ç´ï,25.244,91.630,220.430,23.570,69.250
2015-12-20,ÆÈ´ç´ï,25.223,83.500,219.550,24.450,49.330
2015-12-19,ÆÈ´ç´ï,25.245,78.130,220.390,23.620,46.250
2015-12-18,ÆÈ´ç´ï,25.239,79.210,220.170,23.830,42.960
2015-12-17,ÆÈ´ç´ï,25.227,95.000,219.810,24.190,49.170
2015-12-16,ÆÈ´ç´ï,25.213,81.210,219.210,24.790,52.960
2015-12-15,ÆÈ´ç´ï,25.189,94.000,218.270,25.730,49.880
2015-12-14,ÆÈ´ç´ï,25.183,85.630,218.150,25.850,62.460
2015-12-13,ÆÈ´ç´ï,25.194,80.420,218.500,25.500,74.460
2015-12-12,ÆÈ´ç´ï,25.225,106.540,219.730,24.270,74.460
2015-12-11,ÆÈ´ç´ï,25.250,106.080,220.620,23.380,77.540
2015-12-10,ÆÈ´ç´ï,25.283,89.170,221.810,22.190,79.420
2015-12-09,ÆÈ´ç´ï,25.335,94.580,223.870,20.130,86.790
2015-12-08,ÆÈ´ç´ï,25.338,120.080,223.840,20.160,82.210
2015-12-07,ÆÈ´ç´ï,25.337,141.250,223.820,20.180,94.580
2015-12-06,ÆÈ´ç´ï,25.310,115.420,222.750,21.250,78.580
2015-12-05,ÆÈ´ç´ï,25.298,95.540,222.470,21.530,91.040
2015-12-04,ÆÈ´ç´ï,25.305,163.080,222.590,21.410,132.330
2015-12-03,ÆÈ´ç´ï,25.287,146.830,221.880,22.130,114.580
2015-12-02,ÆÈ´ç´ï,25.334,127.750,223.790,20.210,106.540
2015-12-01,ÆÈ´ç´ï,25.296,105.420,222.230,21.770,80.690
2015-11-30,ÆÈ´ç´ï,25.298,97.340,222.350,21.650,85.100
2015-11-29,ÆÈ´ç´ï,25.303,77.500,222.550,21.450,84.700
2015-11-28,ÆÈ´ç´ï,25.345,87.850,224.130,19.870,99.710
2015-11-27,ÆÈ´ç´ï,25.339,97.190,223.890,20.110,92.570
2015-11-26,ÆÈ´ç´ï,25.333,88.170,223.680,20.320,85.960
2015-11-25,ÆÈ´ç´ï,25.336,154.890,223.800,20.200,173.650
2015-11-24,ÆÈ´ç´ï,25.312,88.700,222.900,21.100,78.590
2015-11-23,ÆÈ´ç´ï,25.271,85.490,221.350,22.660,78.260
2015-11-22,ÆÈ´ç´ï,25.257,74.130,220.850,23.150,78.450
2015-11-21,ÆÈ´ç´ï,25.258,103.530,220.880,23.120,83.440
2015-11-20,ÆÈ´ç´ï,25.280,96.030,221.710,22.290,103.240
2015-11-19,ÆÈ´ç´ï,25.292,110.400,222.140,21.870,96.680
2015-11-18,ÆÈ´ç´ï,25.342,129.030,224.020,19.980,168.870
2015-11-17,ÆÈ´ç´ï,25.389,164.140,225.760,18.250,148.880
2015-11-16,ÆÈ´ç´ï,25.329,124.070,223.530,20.470,124.080
2015-11-15,ÆÈ´ç´ï,25.393,196.820,225.940,18.070,199.760
2015-11-14,ÆÈ´ç´ï,25.392,197.540,225.890,18.120,188.780
2015-11-13,ÆÈ´ç´ï,25.380,95.160,225.460,18.550,82.820
2015-11-12,ÆÈ´ç´ï,25.388,50.460,225.760,18.240,58.900
2015-11-11,ÆÈ´ç´ï,25.390,48.430,225.830,18.170,51.330
2015-11-10,ÆÈ´ç´ï,25.388,55.030,225.740,18.260,51.370
2015-11-09,ÆÈ´ç´ï,25.342,65.360,224.010,20.000,50.860
2015-11-08,ÆÈ´ç´ï,25.243,87.760,220.300,23.710,51.880
2015-11-07,ÆÈ´ç´ï,25.171,50.930,217.680,26.320,50.920
2015-11-06,ÆÈ´ç´ï,25.201,45.680,218.780,25.220,54.920
2015-11-05,ÆÈ´ç´ï,25.224,38.440,219.630,24.370,55.630
2015-11-04,ÆÈ´ç´ï,25.271,46.000,221.370,22.630,56.050
2015-11-03,ÆÈ´ç´ï,25.274,87.730,221.480,22.530,61.920
2015-11-02,ÆÈ´ç´ï,25.274,87.860,221.490,22.510,75.690
2015-11-01,ÆÈ´ç´ï,25.288,93.640,221.990,22.020,82.170
2015-10-31,ÆÈ´ç´ï,25.319,59.420,223.170,20.840,82.470
2015-10-30,ÆÈ´ç´ï,25.345,74.950,224.120,19.880,82.210
2015-10-29,ÆÈ´ç´ï,25.369,75.370,225.040,18.970,81.160
2015-10-28,ÆÈ´ç´ï,25.364,59.430,224.840,19.160,79.070
2015-10-27,ÆÈ´ç´ï,25.352,122.650,224.380,19.620,82.760
2015-10-26,ÆÈ´ç´ï,25.361,86.410,224.760,19.240,82.060
2015-10-25,ÆÈ´ç´ï,25.331,70.130,223.620,20.390,79.590
2015-10-24,ÆÈ´ç´ï,25.366,75.010,224.930,19.080,79.380
2015-10-23,ÆÈ´ç´ï,25.338,83.120,223.850,20.160,79.510
2015-10-22,ÆÈ´ç´ï,25.336,86.350,223.790,20.210,79.150
2015-10-21,ÆÈ´ç´ï,25.342,75.490,224.020,19.990,80.580
2015-10-20,ÆÈ´ç´ï,25.332,110.210,223.670,20.330,78.440
2015-10-19,ÆÈ´ç´ï,25.330,74.190,223.590,20.410,78.510
2015-10-18,ÆÈ´ç´ï,25.300,79.920,222.450,21.560,80.610
2015-10-17,ÆÈ´ç´ï,25.316,91.630,223.070,20.930,80.770
2015-10-16,ÆÈ´ç´ï,25.291,93.080,222.140,21.860,80.080
2015-10-15,ÆÈ´ç´ï,25.291,85.130,222.080,21.920,80.100
2015-10-14,ÆÈ´ç´ï,25.286,84.350,221.930,22.080,82.930
2015-10-13,ÆÈ´ç´ï,25.261,78.110,221.000,23.000,80.950
2015-10-12,ÆÈ´ç´ï,25.280,72.460,221.700,22.300,79.730
2015-10-11,ÆÈ´ç´ï,25.267,96.850,221.220,22.790,79.570
2015-10-10,ÆÈ´ç´ï,25.245,81.750,220.420,23.590,79.610
2015-10-09,ÆÈ´ç´ï,25.224,83.030,219.620,24.380,81.000
2015-10-08,ÆÈ´ç´ï,25.214,95.590,219.250,24.760,81.340
2015-10-07,ÆÈ´ç´ï,25.207,80.510,218.990,25.010,81.250
2015-10-06,ÆÈ´ç´ï,25.209,89.600,219.060,24.950,81.140
2015-10-05,ÆÈ´ç´ï,25.274,72.120,221.490,22.510,80.750
2015-10-04,ÆÈ´ç´ï,25.268,69.730,221.280,22.730,79.800
2015-10-03,ÆÈ´ç´ï,25.256,92.160,220.830,23.180,80.730
