³â/¿ù/ÀÏ,ÃøÁ¤¼Ò¸í_DAY,ÇöÀç¼öÀ§_DAY,À¯ÀÔ·®_DAY,Àú¼ö·®_DAY,°ø¿ë·®_DAY,ÃÑ¹æ·ù·®_DAY
2012-12-31,ÆÈ´ç´ï,25.032,319.000,227.170,16.830,378.400
2012-12-30,ÆÈ´ç´ï,25.139,231.700,231.020,12.980,243.500
2012-12-29,ÆÈ´ç´ï,25.162,233.800,231.840,12.160,242.800
2012-12-28,ÆÈ´ç´ï,25.202,291.500,233.310,10.690,299.100
2012-12-27,ÆÈ´ç´ï,25.139,296.900,231.000,13.000,285.100
2012-12-26,ÆÈ´ç´ï,25.161,333.000,231.820,12.190,368.400
2012-12-25,ÆÈ´ç´ï,25.282,222.100,236.190,7.820,236.000
2012-12-24,ÆÈ´ç´ï,25.287,258.100,236.350,7.660,263.700
2012-12-23,ÆÈ´ç´ï,25.301,198.200,236.870,7.130,197.500
2012-12-22,ÆÈ´ç´ï,25.333,185.700,238.030,5.970,187.100
2012-12-21,ÆÈ´ç´ï,25.256,234.600,235.260,8.750,222.800
2012-12-20,ÆÈ´ç´ï,25.305,298.500,237.030,6.970,350.600
2012-12-19,ÆÈ´ç´ï,25.349,278.500,238.610,5.390,261.100
2012-12-18,ÆÈ´ç´ï,25.314,317.100,237.350,6.650,319.200
2012-12-17,ÆÈ´ç´ï,25.309,375.700,237.180,6.830,393.800
2012-12-16,ÆÈ´ç´ï,25.313,359.500,237.300,6.710,340.800
2012-12-15,ÆÈ´ç´ï,25.349,255.000,238.590,5.410,226.600
2012-12-14,ÆÈ´ç´ï,25.243,274.600,234.780,9.220,249.600
2012-12-13,ÆÈ´ç´ï,25.227,223.500,234.200,9.800,204.700
2012-12-12,ÆÈ´ç´ï,25.194,255.100,233.000,11.000,262.700
2012-12-11,ÆÈ´ç´ï,25.144,307.200,231.210,12.790,280.800
2012-12-10,ÆÈ´ç´ï,25.174,265.900,232.290,11.710,266.600
2012-12-09,ÆÈ´ç´ï,25.217,204.500,233.830,10.170,198.300
2012-12-08,ÆÈ´ç´ï,25.253,221.000,235.150,8.850,205.700
2012-12-07,ÆÈ´ç´ï,25.193,295.400,232.960,11.040,299.600
2012-12-06,ÆÈ´ç´ï,25.221,309.300,233.970,10.030,319.700
2012-12-05,ÆÈ´ç´ï,25.191,309.300,232.900,11.100,274.600
2012-12-04,ÆÈ´ç´ï,25.212,284.200,233.660,10.350,314.000
2012-12-03,ÆÈ´ç´ï,25.181,284.400,232.550,11.450,290.600
2012-12-02,ÆÈ´ç´ï,25.225,217.800,234.130,9.870,217.100
2012-12-01,ÆÈ´ç´ï,25.174,184.900,232.260,11.740,181.400
2012-11-30,ÆÈ´ç´ï,25.202,323.000,233.290,10.710,325.800
2012-11-29,ÆÈ´ç´ï,25.222,381.900,234.030,9.970,370.800
2012-11-28,ÆÈ´ç´ï,25.168,344.300,232.070,11.940,298.500
2012-11-27,ÆÈ´ç´ï,25.193,293.400,232.960,11.040,354.600
2012-11-26,ÆÈ´ç´ï,25.269,314.700,235.730,8.270,344.500
2012-11-25,ÆÈ´ç´ï,25.294,185.000,236.590,7.410,171.800
2012-11-24,ÆÈ´ç´ï,25.237,139.400,234.570,9.440,133.900
2012-11-23,ÆÈ´ç´ï,25.306,316.400,237.060,6.940,317.100
2012-11-22,ÆÈ´ç´ï,25.325,319.300,237.750,6.250,333.200
2012-11-21,ÆÈ´ç´ï,25.322,309.600,237.630,6.380,295.100
2012-11-20,ÆÈ´ç´ï,25.280,284.700,236.130,7.880,327.100
2012-11-19,ÆÈ´ç´ï,25.277,296.600,236.000,8.010,282.800
2012-11-18,ÆÈ´ç´ï,25.294,267.800,236.630,7.370,271.200
2012-11-17,ÆÈ´ç´ï,25.304,281.300,236.990,7.020,285.500
2012-11-16,ÆÈ´ç´ï,25.306,339.200,237.050,6.950,347.600
2012-11-15,ÆÈ´ç´ï,25.377,393.400,239.610,4.400,409.400
2012-11-14,ÆÈ´ç´ï,25.300,356.400,236.830,7.170,316.100
2012-11-13,ÆÈ´ç´ï,25.283,456.600,236.230,7.770,473.300
2012-11-12,ÆÈ´ç´ï,25.341,404.200,238.300,5.700,430.600
2012-11-11,ÆÈ´ç´ï,25.353,255.000,238.740,5.260,241.800
2012-11-10,ÆÈ´ç´ï,25.323,202.000,237.660,6.350,199.300
2012-11-09,ÆÈ´ç´ï,25.311,260.600,237.230,6.770,250.900
2012-11-08,ÆÈ´ç´ï,25.338,252.300,238.220,5.790,266.100
2012-11-07,ÆÈ´ç´ï,25.342,297.200,238.370,5.640,272.200
2012-11-06,ÆÈ´ç´ï,25.366,207.100,239.220,4.780,222.400
2012-11-05,ÆÈ´ç´ï,25.345,170.700,238.440,5.560,158.900
2012-11-04,ÆÈ´ç´ï,25.375,125.600,239.550,4.450,143.600
2012-11-03,ÆÈ´ç´ï,25.396,153.300,240.290,3.710,159.600
2012-11-02,ÆÈ´ç´ï,25.392,159.500,240.170,3.840,156.700
2012-11-01,ÆÈ´ç´ï,25.270,272.700,235.730,8.270,238.600
2012-10-31,ÆÈ´ç´ï,25.226,320.100,234.150,9.860,299.200
2012-10-30,ÆÈ´ç´ï,25.282,376.100,236.170,7.830,449.800
2012-10-29,ÆÈ´ç´ï,25.277,358.400,236.010,7.990,323.000
2012-10-28,ÆÈ´ç´ï,25.295,375.800,236.640,7.370,393.200
2012-10-27,ÆÈ´ç´ï,25.111,319.500,229.990,14.010,264.600
2012-10-26,ÆÈ´ç´ï,25.143,247.900,231.150,12.850,274.300
2012-10-25,ÆÈ´ç´ï,25.195,302.300,233.060,10.950,304.400
2012-10-24,ÆÈ´ç´ï,25.200,310.600,233.210,10.790,313.300
2012-10-23,ÆÈ´ç´ï,25.203,408.300,233.340,10.660,406.900
2012-10-22,ÆÈ´ç´ï,25.203,351.000,233.340,10.660,342.000
2012-10-21,ÆÈ´ç´ï,25.175,133.800,232.300,11.700,140.800
2012-10-20,ÆÈ´ç´ï,25.141,153.200,231.080,12.920,141.400
2012-10-19,ÆÈ´ç´ï,25.145,272.100,231.240,12.760,284.500
2012-10-18,ÆÈ´ç´ï,25.256,269.200,235.240,8.760,290.000
2012-10-17,ÆÈ´ç´ï,25.308,267.200,237.120,6.880,281.100
2012-10-16,ÆÈ´ç´ï,25.262,279.400,235.470,8.540,282.100
2012-10-15,ÆÈ´ç´ï,25.306,296.600,237.050,6.950,278.600
2012-10-14,ÆÈ´ç´ï,25.306,225.500,237.070,6.940,228.300
2012-10-13,ÆÈ´ç´ï,25.315,209.800,237.370,6.630,240.300
2012-10-12,ÆÈ´ç´ï,25.272,289.200,235.830,8.170,271.200
2012-10-11,ÆÈ´ç´ï,25.303,277.000,236.930,7.070,283.900
2012-10-10,ÆÈ´ç´ï,25.257,258.300,235.270,8.730,277.700
2012-10-09,ÆÈ´ç´ï,25.286,274.300,236.320,7.680,268.100
2012-10-08,ÆÈ´ç´ï,25.272,293.600,235.840,8.160,341.500
2012-10-07,ÆÈ´ç´ï,25.306,196.300,237.060,6.950,195.000
2012-10-06,ÆÈ´ç´ï,25.264,231.700,235.550,8.460,203.200
2012-10-05,ÆÈ´ç´ï,25.230,324.400,234.300,9.700,330.000
2012-10-04,ÆÈ´ç´ï,25.230,323.400,234.290,9.720,331.700
2012-10-03,ÆÈ´ç´ï,25.171,210.200,232.170,11.830,176.900
2012-10-02,ÆÈ´ç´ï,25.167,304.400,232.010,11.990,334.300
2012-10-01,ÆÈ´ç´ï,25.285,264.200,236.310,7.690,286.400
2012-09-30,ÆÈ´ç´ï,25.242,246.400,234.750,9.250,250.600
2012-09-29,ÆÈ´ç´ï,25.243,381.400,234.780,9.220,407.800
2012-09-28,ÆÈ´ç´ï,25.200,635.800,233.210,10.800,567.700
2012-09-27,ÆÈ´ç´ï,24.970,485.400,224.960,19.050,487.300
2012-09-26,ÆÈ´ç´ï,25.153,569.900,231.530,12.470,592.200
2012-09-25,ÆÈ´ç´ï,25.179,518.400,232.480,11.520,535.800
2012-09-24,ÆÈ´ç´ï,25.192,429.000,232.940,11.060,431.100
2012-09-23,ÆÈ´ç´ï,25.186,367.600,232.700,11.300,378.000
2012-09-22,ÆÈ´ç´ï,25.225,421.700,234.110,9.890,393.200
2012-09-21,ÆÈ´ç´ï,25.253,420.200,235.130,8.880,432.700
2012-09-20,ÆÈ´ç´ï,25.121,485.500,230.370,13.640,439.000
2012-09-19,ÆÈ´ç´ï,25.143,777.000,231.170,12.830,833.900
2012-09-18,ÆÈ´ç´ï,25.099,1880.800,229.580,14.420,1832.200
2012-09-17,ÆÈ´ç´ï,25.086,2177.400,229.120,14.880,2185.800
2012-09-16,ÆÈ´ç´ï,25.047,1805.100,227.690,16.320,1816.900
2012-09-15,ÆÈ´ç´ï,25.063,1495.000,228.270,15.730,1470.400
2012-09-14,ÆÈ´ç´ï,24.987,533.800,225.570,18.430,563.400
2012-09-13,ÆÈ´ç´ï,25.007,597.400,226.290,17.710,651.400
2012-09-12,ÆÈ´ç´ï,25.198,540.300,233.140,10.860,534.700
2012-09-11,ÆÈ´ç´ï,25.054,505.800,227.970,16.030,510.500
2012-09-10,ÆÈ´ç´ï,25.197,616.000,233.100,10.900,686.800
2012-09-09,ÆÈ´ç´ï,25.201,925.300,233.240,10.760,954.500
2012-09-08,ÆÈ´ç´ï,25.075,1344.700,228.760,15.250,1288.100
2012-09-07,ÆÈ´ç´ï,24.982,1567.900,225.370,18.630,1656.100
2012-09-06,ÆÈ´ç´ï,25.128,2142.700,230.610,13.390,2193.400
2012-09-05,ÆÈ´ç´ï,25.238,2556.100,234.580,9.420,2559.600
2012-09-04,ÆÈ´ç´ï,24.957,742.500,224.570,19.430,745.400
2012-09-03,ÆÈ´ç´ï,25.208,849.500,233.500,10.500,843.900
2012-09-02,ÆÈ´ç´ï,25.177,986.100,232.380,11.630,997.900
2012-09-01,ÆÈ´ç´ï,25.165,1652.700,231.950,12.050,1618.700
2012-08-31,ÆÈ´ç´ï,24.976,4513.500,225.160,18.840,4457.900
2012-08-30,ÆÈ´ç´ï,25.037,1960.600,227.330,16.670,2002.800
2012-08-29,ÆÈ´ç´ï,24.923,645.000,223.320,20.680,604.700
2012-08-28,ÆÈ´ç´ï,24.595,1110.600,212.120,31.880,1134.500
2012-08-27,ÆÈ´ç´ï,24.896,1953.900,222.370,21.630,1997.800
2012-08-26,ÆÈ´ç´ï,25.159,2009.900,231.750,12.260,2020.300
2012-08-25,ÆÈ´ç´ï,25.042,2034.700,227.530,16.470,2028.300
2012-08-24,ÆÈ´ç´ï,25.033,2097.200,227.200,16.810,2131.100
2012-08-23,ÆÈ´ç´ï,25.034,2261.500,227.220,16.780,2249.700
2012-08-22,ÆÈ´ç´ï,25.094,2803.900,229.370,14.630,2844.200
2012-08-21,ÆÈ´ç´ï,25.023,4782.100,226.940,17.060,4759.900
2012-08-20,ÆÈ´ç´ï,25.224,1087.300,234.090,9.920,1044.300
2012-08-19,ÆÈ´ç´ï,25.130,630.500,230.710,13.300,670.700
2012-08-18,ÆÈ´ç´ï,25.320,880.800,237.570,6.440,849.600
2012-08-17,ÆÈ´ç´ï,25.281,1205.000,236.160,7.840,1183.500
2012-08-16,ÆÈ´ç´ï,25.194,2484.300,233.040,10.960,2352.200
2012-08-15,ÆÈ´ç´ï,24.954,2364.200,224.440,19.560,2504.600
2012-08-14,ÆÈ´ç´ï,25.246,1263.300,234.880,9.130,1282.800
2012-08-13,ÆÈ´ç´ï,25.153,1066.600,231.530,12.470,999.500
2012-08-12,ÆÈ´ç´ï,24.861,687.200,221.150,22.860,711.300
2012-08-11,ÆÈ´ç´ï,25.084,540.200,229.040,14.970,532.500
2012-08-10,ÆÈ´ç´ï,25.118,337.600,230.280,13.720,381.400
2012-08-09,ÆÈ´ç´ï,25.143,228.800,231.150,12.860,203.800
2012-08-08,ÆÈ´ç´ï,25.099,189.200,229.580,14.420,194.700
2012-08-07,ÆÈ´ç´ï,25.097,398.100,229.510,14.500,391.800
2012-08-06,ÆÈ´ç´ï,25.153,355.200,231.530,12.470,374.000
2012-08-05,ÆÈ´ç´ï,25.175,194.200,232.300,11.700,173.400
2012-08-04,ÆÈ´ç´ï,25.133,175.300,230.810,13.190,165.600
2012-08-03,ÆÈ´ç´ï,25.203,293.400,233.310,10.690,320.500
2012-08-02,ÆÈ´ç´ï,25.160,265.100,231.760,12.240,239.400
2012-08-01,ÆÈ´ç´ï,25.149,330.000,231.370,12.630,345.300
2012-07-31,ÆÈ´ç´ï,25.157,284.700,231.680,12.320,302.000
2012-07-30,ÆÈ´ç´ï,25.275,353.900,235.930,8.070,381.600
2012-07-29,ÆÈ´ç´ï,25.252,211.000,235.100,8.910,179.100
2012-07-28,ÆÈ´ç´ï,25.167,208.500,232.040,11.960,189.800
2012-07-27,ÆÈ´ç´ï,25.156,358.000,231.620,12.380,371.200
2012-07-26,ÆÈ´ç´ï,25.208,326.600,233.500,10.510,343.900
2012-07-25,ÆÈ´ç´ï,25.112,419.400,230.060,13.940,397.900
2012-07-24,ÆÈ´ç´ï,25.138,508.400,230.990,13.010,469.500
2012-07-23,ÆÈ´ç´ï,25.031,718.800,227.130,16.870,720.900
2012-07-22,ÆÈ´ç´ï,25.121,670.200,230.350,13.650,696.700
2012-07-21,ÆÈ´ç´ï,25.291,865.000,236.520,7.480,867.100
2012-07-20,ÆÈ´ç´ï,25.185,1929.800,232.670,11.330,1886.000
2012-07-19,ÆÈ´ç´ï,25.031,2273.800,227.240,16.770,2204.700
2012-07-18,ÆÈ´ç´ï,25.083,1346.300,229.010,14.990,1434.000
2012-07-17,ÆÈ´ç´ï,25.085,1396.600,229.090,14.910,1396.600
2012-07-16,ÆÈ´ç´ï,24.981,2249.100,225.360,18.640,2242.600
2012-07-15,ÆÈ´ç´ï,25.057,2530.600,228.100,15.900,2453.300
2012-07-14,ÆÈ´ç´ï,25.042,595.800,227.550,16.450,679.100
2012-07-13,ÆÈ´ç´ï,24.980,466.900,225.330,18.670,464.100
2012-07-12,ÆÈ´ç´ï,25.086,460.100,229.090,14.910,434.500
2012-07-11,ÆÈ´ç´ï,25.117,929.200,230.210,13.790,1004.900
2012-07-10,ÆÈ´ç´ï,25.097,1157.800,229.480,14.520,1134.200
2012-07-09,ÆÈ´ç´ï,25.017,964.000,226.650,17.350,963.200
2012-07-08,ÆÈ´ç´ï,25.134,1113.500,230.830,13.170,1066.100
2012-07-07,ÆÈ´ç´ï,25.009,2711.800,226.360,17.640,2732.300
2012-07-06,ÆÈ´ç´ï,24.906,4523.300,222.800,21.200,4506.500
2012-07-05,ÆÈ´ç´ï,17.261,304.600,153.440,90.560,374.900
2012-07-04,ÆÈ´ç´ï,23.025,248.400,211.070,32.930,258.100
2012-07-03,ÆÈ´ç´ï,23.780,194.900,219.540,24.470,206.000
2012-07-02,ÆÈ´ç´ï,24.515,268.100,227.270,16.730,270.900
2012-07-01,ÆÈ´ç´ï,25.088,347.200,229.210,14.800,271.700
2012-06-30,ÆÈ´ç´ï,24.826,594.700,219.950,24.050,551.100
2012-06-29,ÆÈ´ç´ï,25.014,305.500,226.590,17.420,393.600
2012-06-28,ÆÈ´ç´ï,25.218,150.800,233.880,10.130,170.300
2012-06-27,ÆÈ´ç´ï,25.248,138.300,234.950,9.060,128.600
2012-06-26,ÆÈ´ç´ï,25.231,152.300,234.330,9.670,138.400
2012-06-25,ÆÈ´ç´ï,25.202,194.300,233.290,10.710,179.700
2012-06-24,ÆÈ´ç´ï,25.205,229.200,233.420,10.590,231.300
2012-06-23,ÆÈ´ç´ï,25.166,121.500,232.010,12.000,129.100
2012-06-22,ÆÈ´ç´ï,25.196,140.800,233.080,10.920,129.700
2012-06-21,ÆÈ´ç´ï,25.253,110.000,235.130,8.880,146.800
2012-06-20,ÆÈ´ç´ï,25.256,228.700,235.240,8.770,212.800
2012-06-19,ÆÈ´ç´ï,25.157,239.000,231.660,12.350,213.300
2012-06-18,ÆÈ´ç´ï,24.970,213.300,224.990,19.010,165.800
2012-06-17,ÆÈ´ç´ï,24.890,127.600,222.130,21.870,132.400
2012-06-16,ÆÈ´ç´ï,24.958,122.900,224.490,19.510,131.800
2012-06-15,ÆÈ´ç´ï,25.074,202.600,228.680,15.320,230.300
2012-06-14,ÆÈ´ç´ï,25.139,246.000,231.020,12.980,261.300
2012-06-13,ÆÈ´ç´ï,25.173,235.800,232.240,11.770,230.300
2012-06-12,ÆÈ´ç´ï,25.125,214.400,230.520,13.480,208.800
2012-06-11,ÆÈ´ç´ï,25.070,213.300,228.520,15.480,202.200
2012-06-10,ÆÈ´ç´ï,25.046,126.200,227.660,16.350,130.400
2012-06-09,ÆÈ´ç´ï,25.035,137.000,227.280,16.730,130.000
2012-06-08,ÆÈ´ç´ï,25.041,123.600,227.470,16.540,139.700
2012-06-07,ÆÈ´ç´ï,25.072,142.500,228.600,15.410,159.900
2012-06-06,ÆÈ´ç´ï,25.064,134.900,228.310,15.690,140.400
2012-06-05,ÆÈ´ç´ï,25.031,156.100,227.130,16.870,138.000
2012-06-04,ÆÈ´ç´ï,25.038,174.700,227.360,16.640,189.900
2012-06-03,ÆÈ´ç´ï,25.064,163.200,228.300,15.710,159.700
2012-06-02,ÆÈ´ç´ï,25.112,160.900,230.050,13.950,150.500
2012-06-01,ÆÈ´ç´ï,25.060,178.600,228.160,15.850,172.400
2012-05-31,ÆÈ´ç´ï,25.032,268.100,227.160,16.840,266.100
2012-05-30,ÆÈ´ç´ï,25.064,237.300,228.300,15.700,265.800
2012-05-29,ÆÈ´ç´ï,25.097,227.100,229.500,14.510,236.800
2012-05-28,ÆÈ´ç´ï,25.052,226.100,227.880,16.130,217.800
2012-05-27,ÆÈ´ç´ï,25.037,238.300,227.330,16.670,230.000
2012-05-26,ÆÈ´ç´ï,25.060,259.900,228.150,15.860,254.300
2012-05-25,ÆÈ´ç´ï,25.033,258.700,227.210,16.800,252.500
2012-05-24,ÆÈ´ç´ï,24.927,282.100,223.460,20.540,249.000
2012-05-23,ÆÈ´ç´ï,25.038,222.300,227.380,16.620,252.800
2012-05-22,ÆÈ´ç´ï,25.082,259.400,228.960,15.040,257.400
2012-05-21,ÆÈ´ç´ï,25.018,211.000,226.660,17.340,191.600
2012-05-20,ÆÈ´ç´ï,25.018,253.100,226.660,17.340,238.600
2012-05-19,ÆÈ´ç´ï,25.052,209.700,227.880,16.120,207.000
2012-05-18,ÆÈ´ç´ï,25.016,274.800,226.590,17.420,256.200
2012-05-17,ÆÈ´ç´ï,25.025,240.900,226.900,17.100,252.700
2012-05-16,ÆÈ´ç´ï,25.069,250.500,228.500,15.500,256.100
2012-05-15,ÆÈ´ç´ï,24.934,284.800,223.690,20.310,237.300
2012-05-14,ÆÈ´ç´ï,24.846,282.100,220.630,23.370,300.600
2012-05-13,ÆÈ´ç´ï,24.851,265.600,220.820,23.190,270.400
2012-05-12,ÆÈ´ç´ï,24.929,296.400,223.510,20.490,276.000
2012-05-11,ÆÈ´ç´ï,24.985,249.800,225.480,18.530,279.500
2012-05-10,ÆÈ´ç´ï,25.027,240.900,226.990,17.020,263.900
2012-05-09,ÆÈ´ç´ï,24.921,245.500,223.230,20.770,216.000
2012-05-08,ÆÈ´ç´ï,24.861,307.700,221.150,22.850,363.700
2012-05-07,ÆÈ´ç´ï,24.947,286.300,224.150,19.860,313.700
2012-05-06,ÆÈ´ç´ï,24.958,298.200,224.510,19.490,293.400
2012-05-05,ÆÈ´ç´ï,24.934,416.900,223.660,20.350,437.300
2012-05-04,ÆÈ´ç´ï,24.929,420.800,223.490,20.510,431.900
2012-05-03,ÆÈ´ç´ï,24.952,466.400,224.310,19.690,453.200
2012-05-02,ÆÈ´ç´ï,24.970,412.500,224.950,19.050,385.100
2012-05-01,ÆÈ´ç´ï,24.785,512.300,218.570,25.430,511.600
2012-04-30,ÆÈ´ç´ï,24.810,583.800,219.420,24.580,579.700
2012-04-29,ÆÈ´ç´ï,24.900,521.300,222.520,21.480,563.700
2012-04-28,ÆÈ´ç´ï,24.807,575.500,219.310,24.700,563.200
2012-04-27,ÆÈ´ç´ï,24.989,721.000,225.620,18.380,790.300
2012-04-26,ÆÈ´ç´ï,24.906,724.700,222.740,21.270,656.700
2012-04-25,ÆÈ´ç´ï,24.720,690.900,216.360,27.640,683.300
2012-04-24,ÆÈ´ç´ï,24.738,699.200,216.950,27.050,693.100
2012-04-23,ÆÈ´ç´ï,24.767,674.800,217.940,26.070,696.600
2012-04-22,ÆÈ´ç´ï,24.780,682.800,218.400,25.600,662.300
2012-04-21,ÆÈ´ç´ï,24.685,604.200,215.180,28.830,616.500
2012-04-20,ÆÈ´ç´ï,24.579,516.800,211.570,32.430,525.700
2012-04-19,ÆÈ´ç´ï,24.874,452.600,221.600,22.410,527.300
2012-04-18,ÆÈ´ç´ï,25.094,426.900,229.380,14.620,408.900
2012-04-17,ÆÈ´ç´ï,25.026,364.600,226.930,17.080,341.800
2012-04-16,ÆÈ´ç´ï,24.911,374.600,222.860,21.150,346.600
2012-04-15,ÆÈ´ç´ï,24.932,308.100,223.610,20.400,295.800
2012-04-14,ÆÈ´ç´ï,24.897,303.900,222.380,21.620,288.200
2012-04-13,ÆÈ´ç´ï,24.862,392.800,221.190,22.810,394.900
2012-04-12,ÆÈ´ç´ï,24.948,475.700,224.190,19.810,474.300
2012-04-11,ÆÈ´ç´ï,24.762,515.700,217.770,26.240,522.500
2012-04-10,ÆÈ´ç´ï,24.801,659.700,219.090,24.910,659.700
2012-04-09,ÆÈ´ç´ï,24.647,673.000,213.880,30.130,613.600
2012-04-08,ÆÈ´ç´ï,24.578,717.600,211.550,32.460,722.300
2012-04-07,ÆÈ´ç´ï,24.593,696.500,212.060,31.940,736.100
2012-04-06,ÆÈ´ç´ï,24.761,689.700,217.730,26.270,718.400
2012-04-05,ÆÈ´ç´ï,24.870,677.800,221.470,22.530,723.500
2012-04-04,ÆÈ´ç´ï,25.045,835.600,227.630,16.370,838.300
2012-04-03,ÆÈ´ç´ï,25.067,999.600,228.430,15.580,1003.700
2012-04-02,ÆÈ´ç´ï,25.180,272.100,232.500,11.500,341.500
2012-04-01,ÆÈ´ç´ï,25.186,233.000,232.700,11.300,231.600
2012-03-31,ÆÈ´ç´ï,25.153,247.100,231.510,12.490,242.200
2012-03-30,ÆÈ´ç´ï,25.079,250.800,228.860,15.140,232.000
2012-03-29,ÆÈ´ç´ï,24.994,271.600,225.790,18.210,272.400
2012-03-28,ÆÈ´ç´ï,25.120,269.300,230.350,13.660,274.800
2012-03-27,ÆÈ´ç´ï,25.120,286.900,230.330,13.680,295.200
2012-03-26,ÆÈ´ç´ï,25.244,340.300,234.800,9.200,372.200
2012-03-25,ÆÈ´ç´ï,25.165,191.300,231.960,12.040,149.600
2012-03-24,ÆÈ´ç´ï,25.129,249.100,230.670,13.330,236.600
2012-03-23,ÆÈ´ç´ï,25.006,245.700,226.230,17.770,232.200
2012-03-22,ÆÈ´ç´ï,25.195,279.400,233.040,10.960,319.000
2012-03-21,ÆÈ´ç´ï,25.265,255.500,235.570,8.440,273.500
2012-03-20,ÆÈ´ç´ï,25.208,235.300,233.510,10.500,235.300
2012-03-19,ÆÈ´ç´ï,25.209,216.100,233.570,10.440,214.100
2012-03-18,ÆÈ´ç´ï,25.183,162.100,232.610,11.390,144.000
2012-03-17,ÆÈ´ç´ï,25.152,163.300,231.470,12.530,166.800
2012-03-16,ÆÈ´ç´ï,25.176,230.100,232.350,11.660,237.700
2012-03-15,ÆÈ´ç´ï,25.245,261.200,234.830,9.170,245.300
2012-03-14,ÆÈ´ç´ï,25.124,201.500,230.500,13.510,197.300
2012-03-13,ÆÈ´ç´ï,25.165,242.800,231.960,12.050,248.400
2012-03-12,ÆÈ´ç´ï,25.163,200.200,231.900,12.100,206.500
2012-03-11,ÆÈ´ç´ï,25.200,156.500,233.220,10.790,171.700
2012-03-10,ÆÈ´ç´ï,25.210,145.500,233.590,10.420,160.700
2012-03-09,ÆÈ´ç´ï,25.242,195.200,234.730,9.280,223.000
2012-03-08,ÆÈ´ç´ï,25.193,225.900,232.980,11.030,202.300
2012-03-07,ÆÈ´ç´ï,25.240,241.200,234.650,9.360,234.200
2012-03-06,ÆÈ´ç´ï,25.170,230.000,232.130,11.880,205.000
2012-03-05,ÆÈ´ç´ï,25.132,189.200,230.760,13.240,194.700
2012-03-04,ÆÈ´ç´ï,25.123,165.900,230.430,13.570,184.600
2012-03-03,ÆÈ´ç´ï,25.143,184.700,231.150,12.850,204.100
2012-03-02,ÆÈ´ç´ï,25.147,174.300,231.320,12.690,185.400
2012-03-01,ÆÈ´ç´ï,25.120,176.700,230.340,13.660,167.700
2012-02-29,ÆÈ´ç´ï,25.176,229.500,232.370,11.630,247.600
2012-02-28,ÆÈ´ç´ï,25.212,181.400,233.660,10.340,214.000
2012-02-27,ÆÈ´ç´ï,25.221,189.100,233.980,10.020,201.600
2012-02-26,ÆÈ´ç´ï,25.195,158.500,233.030,10.970,145.300
2012-02-25,ÆÈ´ç´ï,25.206,158.700,233.450,10.550,167.100
2012-02-24,ÆÈ´ç´ï,25.175,178.500,232.330,11.670,178.500
2012-02-23,ÆÈ´ç´ï,25.148,186.200,231.360,12.640,187.600
2012-02-22,ÆÈ´ç´ï,25.148,198.000,231.330,12.670,202.200
2012-02-21,ÆÈ´ç´ï,25.159,190.400,231.730,12.270,191.800
2012-02-20,ÆÈ´ç´ï,25.130,205.400,230.690,13.310,179.000
2012-02-19,ÆÈ´ç´ï,25.140,139.800,231.050,12.950,141.900
2012-02-18,ÆÈ´ç´ï,25.096,165.700,229.490,14.520,144.200
2012-02-17,ÆÈ´ç´ï,25.072,179.400,228.590,15.410,193.900
2012-02-16,ÆÈ´ç´ï,25.163,246.200,231.870,12.130,246.200
2012-02-15,ÆÈ´ç´ï,25.131,172.700,230.740,13.260,180.400
2012-02-14,ÆÈ´ç´ï,25.092,175.200,229.320,14.680,166.100
2012-02-13,ÆÈ´ç´ï,25.090,235.700,229.260,14.750,237.100
2012-02-12,ÆÈ´ç´ï,25.150,138.500,231.430,12.570,128.800
2012-02-11,ÆÈ´ç´ï,25.132,128.800,230.760,13.240,129.500
2012-02-10,ÆÈ´ç´ï,25.157,137.400,231.660,12.340,154.100
2012-02-09,ÆÈ´ç´ï,25.152,173.500,231.500,12.510,165.900
2012-02-08,ÆÈ´ç´ï,25.153,192.900,231.540,12.460,164.400
2012-02-07,ÆÈ´ç´ï,25.116,185.200,230.170,13.830,177.600
2012-02-06,ÆÈ´ç´ï,25.128,158.100,230.620,13.390,167.200
2012-02-05,ÆÈ´ç´ï,25.128,128.300,230.610,13.390,129.000
2012-02-04,ÆÈ´ç´ï,25.189,125.700,232.820,11.180,143.800
2012-02-03,ÆÈ´ç´ï,25.198,178.700,233.150,10.850,165.500
2012-02-02,ÆÈ´ç´ï,25.169,184.800,232.110,11.900,159.800
2012-02-01,ÆÈ´ç´ï,25.109,164.500,229.910,14.090,144.300
2012-01-31,ÆÈ´ç´ï,25.084,154.200,229.040,14.970,155.500
2012-01-30,ÆÈ´ç´ï,25.082,119.800,228.980,15.030,128.800
2012-01-29,ÆÈ´ç´ï,25.081,127.500,228.910,15.090,131.000
2012-01-28,ÆÈ´ç´ï,25.134,112.700,230.840,13.170,129.400
2012-01-27,ÆÈ´ç´ï,25.199,151.100,233.180,10.820,164.300
2012-01-26,ÆÈ´ç´ï,25.162,145.700,231.860,12.140,129.700
2012-01-25,ÆÈ´ç´ï,25.168,153.300,232.070,11.930,158.800
2012-01-24,ÆÈ´ç´ï,25.172,123.500,232.200,11.800,129.000
2012-01-23,ÆÈ´ç´ï,25.196,115.300,233.090,10.920,129.200
2012-01-22,ÆÈ´ç´ï,25.204,121.500,233.370,10.630,127.000
